offset,length,experts,stream_class,profile,residual_gain,pack_id,status
80019,561,oracle+mini_cmix+donor_profile,list,0,0.25,112086,oracle_only
80583,464,oracle+mini_cmix+donor_profile,list,0,0.25,112087,oracle_only
81050,461,oracle+mini_cmix+donor_profile,list,0,0.25,112088,oracle_only
81514,515,oracle+mini_cmix+donor_profile,list,0,0.25,112089,oracle_only
82032,236,oracle+mini_cmix+donor_profile,xml,0,0.25,112090,oracle_only
82271,459,oracle+mini_cmix+donor_profile,list,0,0.25,112091,oracle_only
82733,483,oracle+mini_cmix+donor_profile,list,0,0.25,112092,oracle_only
83219,1202,oracle+mini_cmix+donor_profile,url,0,0.25,112093,oracle_only
84424,663,oracle+mini_cmix+donor_profile,url,0,0.25,112094,oracle_only
85090,875,oracle+mini_cmix+donor_profile,url,0,0.25,112095,oracle_only
85968,772,oracle+mini_cmix+donor_profile,url,0,0.25,112096,oracle_only
86743,692,oracle+mini_cmix+donor_profile,url,0,0.25,112097,oracle_only
87438,699,oracle+mini_cmix+donor_profile,url,0,0.25,112098,oracle_only
88140,626,oracle+mini_cmix+donor_profile,xml,0,0.25,112099,oracle_only
88769,1272,oracle+mini_cmix+donor_profile,url,0,0.25,112100,oracle_only
90044,898,oracle+mini_cmix+donor_profile,url,0,0.25,112101,oracle_only
90945,796,oracle+mini_cmix+donor_profile,url,0,0.25,112102,oracle_only
91744,1938,oracle+mini_cmix+donor_profile,url,0,0.25,112103,oracle_only
93685,2641,oracle+mini_cmix+donor_profile,url,0,0.25,112104,oracle_only
96329,511,oracle+mini_cmix+donor_profile,list,0,0.25,112105,oracle_only
96843,477,oracle+mini_cmix+donor_profile,list,0,0.25,112106,oracle_only
97323,802,oracle+mini_cmix+donor_profile,url,0,0.25,112107,oracle_only
98128,471,oracle+mini_cmix+donor_profile,list,0,0.25,112108,oracle_only
98602,515,oracle+mini_cmix+donor_profile,list,0,0.25,112109,oracle_only
99120,688,oracle+mini_cmix+donor_profile,url,0,0.25,112110,oracle_only
99811,466,oracle+mini_cmix+donor_profile,list,0,0.25,112111,oracle_only
100280,689,oracle+mini_cmix+donor_profile,url,0,0.25,112112,oracle_only
100972,481,oracle+mini_cmix+donor_profile,list,0,0.25,112113,oracle_only
101456,823,oracle+mini_cmix+donor_profile,list,0,0.25,112114,oracle_only
102282,693,oracle+mini_cmix+donor_profile,url,0,0.25,112115,oracle_only
102978,471,oracle+mini_cmix+donor_profile,list,0,0.25,112116,oracle_only
103452,479,oracle+mini_cmix+donor_profile,list,0,0.25,112117,oracle_only
103934,614,oracle+mini_cmix+donor_profile,xml,0,0.25,112118,oracle_only
104551,637,oracle+mini_cmix+donor_profile,xml,0,0.25,112119,oracle_only
105191,494,oracle+mini_cmix+donor_profile,list,0,0.25,112120,oracle_only
105688,472,oracle+mini_cmix+donor_profile,list,0,0.25,112121,oracle_only
106163,479,oracle+mini_cmix+donor_profile,list,0,0.25,112122,oracle_only
106645,469,oracle+mini_cmix+donor_profile,list,0,0.25,112123,oracle_only
107117,490,oracle+mini_cmix+donor_profile,list,0,0.25,112124,oracle_only
107610,737,oracle+mini_cmix+donor_profile,url,0,0.25,112125,oracle_only
108350,474,oracle+mini_cmix+donor_profile,list,0,0.25,112126,oracle_only
108827,478,oracle+mini_cmix+donor_profile,list,0,0.25,112127,oracle_only
109308,829,oracle+mini_cmix+donor_profile,url,0,0.25,112128,oracle_only
110140,431,oracle+mini_cmix+donor_profile,list,0,0.25,112129,oracle_only
110574,448,oracle+mini_cmix+donor_profile,list,0,0.25,112130,oracle_only
111025,466,oracle+mini_cmix+donor_profile,list,0,0.25,112131,oracle_only
111494,473,oracle+mini_cmix+donor_profile,list,0,0.25,112132,oracle_only
111970,632,oracle+mini_cmix+donor_profile,list,0,0.25,112133,oracle_only
112605,443,oracle+mini_cmix+donor_profile,list,0,0.25,112134,oracle_only
113051,472,oracle+mini_cmix+donor_profile,list,0,0.25,112135,oracle_only
113526,489,oracle+mini_cmix+donor_profile,list,0,0.25,112136,oracle_only
114018,545,oracle+mini_cmix+donor_profile,list,0,0.25,112137,oracle_only
114566,471,oracle+mini_cmix+donor_profile,list,0,0.25,112138,oracle_only
115040,738,oracle+mini_cmix+donor_profile,url,0,0.25,112139,oracle_only
115781,474,oracle+mini_cmix+donor_profile,list,0,0.25,112140,oracle_only
116258,480,oracle+mini_cmix+donor_profile,list,0,0.25,112141,oracle_only
116741,474,oracle+mini_cmix+donor_profile,list,0,0.25,112142,oracle_only
117218,479,oracle+mini_cmix+donor_profile,list,0,0.25,112143,oracle_only
117700,467,oracle+mini_cmix+donor_profile,list,0,0.25,112144,oracle_only
118170,721,oracle+mini_cmix+donor_profile,url,0,0.25,112145,oracle_only
118894,481,oracle+mini_cmix+donor_profile,list,0,0.25,112146,oracle_only
119378,475,oracle+mini_cmix+donor_profile,list,0,0.25,112147,oracle_only
119856,639,oracle+mini_cmix+donor_profile,xml,0,0.25,112148,oracle_only
120498,727,oracle+mini_cmix+donor_profile,url,0,0.25,112149,oracle_only
121228,519,oracle+mini_cmix+donor_profile,list,0,0.25,112150,oracle_only
121750,1013,oracle+mini_cmix+donor_profile,url,0,0.25,112151,oracle_only
122766,712,oracle+mini_cmix+donor_profile,url,0,0.25,112152,oracle_only
123481,481,oracle+mini_cmix+donor_profile,list,0,0.25,112153,oracle_only
123965,850,oracle+mini_cmix+donor_profile,list,0,0.25,112154,oracle_only
124818,664,oracle+mini_cmix+donor_profile,url,0,0.25,112155,oracle_only
125485,466,oracle+mini_cmix+donor_profile,list,0,0.25,112156,oracle_only
125954,666,oracle+mini_cmix+donor_profile,url,0,0.25,112157,oracle_only
126623,607,oracle+mini_cmix+donor_profile,xml,0,0.25,112158,oracle_only
127233,470,oracle+mini_cmix+donor_profile,list,0,0.25,112159,oracle_only
127706,642,oracle+mini_cmix+donor_profile,url,0,0.25,112160,oracle_only
128351,471,oracle+mini_cmix+donor_profile,list,0,0.25,112161,oracle_only
128825,736,oracle+mini_cmix+donor_profile,url,0,0.25,112162,oracle_only
129564,473,oracle+mini_cmix+donor_profile,list,0,0.25,112163,oracle_only
130040,632,oracle+mini_cmix+donor_profile,xml,0,0.25,112164,oracle_only
130675,474,oracle+mini_cmix+donor_profile,list,0,0.25,112165,oracle_only
131152,661,oracle+mini_cmix+donor_profile,url,0,0.25,112166,oracle_only
131816,821,oracle+mini_cmix+donor_profile,xml,0,0.25,112167,oracle_only
132640,464,oracle+mini_cmix+donor_profile,list,0,0.25,112168,oracle_only
133107,464,oracle+mini_cmix+donor_profile,list,0,0.25,112169,oracle_only
133574,683,oracle+mini_cmix+donor_profile,url,0,0.25,112170,oracle_only
134260,464,oracle+mini_cmix+donor_profile,list,0,0.25,112171,oracle_only
134727,677,oracle+mini_cmix+donor_profile,url,0,0.25,112172,oracle_only
135407,684,oracle+mini_cmix+donor_profile,url,0,0.25,112173,oracle_only
136094,656,oracle+mini_cmix+donor_profile,url,0,0.25,112174,oracle_only
136753,474,oracle+mini_cmix+donor_profile,list,0,0.25,112175,oracle_only
137230,712,oracle+mini_cmix+donor_profile,url,0,0.25,112176,oracle_only
137945,635,oracle+mini_cmix+donor_profile,url,0,0.25,112177,oracle_only
138583,444,oracle+mini_cmix+donor_profile,list,0,0.25,112178,oracle_only
139030,454,oracle+mini_cmix+donor_profile,list,0,0.25,112179,oracle_only
139487,939,oracle+mini_cmix+donor_profile,list,0,0.25,112180,oracle_only
140429,1065,oracle+mini_cmix+donor_profile,url,0,0.25,112181,oracle_only
141497,506,oracle+mini_cmix+donor_profile,list,0,0.25,112182,oracle_only
142006,442,oracle+mini_cmix+donor_profile,list,0,0.25,112183,oracle_only
142451,444,oracle+mini_cmix+donor_profile,list,0,0.25,112184,oracle_only
142898,720,oracle+mini_cmix+donor_profile,url,0,0.25,112185,oracle_only
143621,1241,oracle+mini_cmix+donor_profile,list,0,0.25,112186,oracle_only
144865,454,oracle+mini_cmix+donor_profile,list,0,0.25,112187,oracle_only
145322,677,oracle+mini_cmix+donor_profile,url,0,0.25,112188,oracle_only
146002,565,oracle+mini_cmix+donor_profile,list,0,0.25,112189,oracle_only
146570,625,oracle+mini_cmix+donor_profile,xml,0,0.25,112190,oracle_only
147198,418,oracle+mini_cmix+donor_profile,list,0,0.25,112191,oracle_only
147619,417,oracle+mini_cmix+donor_profile,list,0,0.25,112192,oracle_only
148039,533,oracle+mini_cmix+donor_profile,list,0,0.25,112193,oracle_only
148575,556,oracle+mini_cmix+donor_profile,list,0,0.25,112194,oracle_only
149134,673,oracle+mini_cmix+donor_profile,url,0,0.25,112195,oracle_only
149810,448,oracle+mini_cmix+donor_profile,list,0,0.25,112196,oracle_only
150261,1683,oracle+mini_cmix+donor_profile,xml,0,0.25,112197,oracle_only
151947,242,oracle+mini_cmix+donor_profile,xml,0,0.25,112198,oracle_only
152192,467,oracle+mini_cmix+donor_profile,list,0,0.25,112199,oracle_only
152662,479,oracle+mini_cmix+donor_profile,list,0,0.25,112200,oracle_only
153144,514,oracle+mini_cmix+donor_profile,list,0,0.25,112201,oracle_only
153661,447,oracle+mini_cmix+donor_profile,list,0,0.25,112202,oracle_only
154111,480,oracle+mini_cmix+donor_profile,list,0,0.25,112203,oracle_only
154594,475,oracle+mini_cmix+donor_profile,list,0,0.25,112204,oracle_only
155072,465,oracle+mini_cmix+donor_profile,list,0,0.25,112205,oracle_only
155540,468,oracle+mini_cmix+donor_profile,list,0,0.25,112206,oracle_only
156011,482,oracle+mini_cmix+donor_profile,list,0,0.25,112207,oracle_only
156496,465,oracle+mini_cmix+donor_profile,list,0,0.25,112208,oracle_only
156964,464,oracle+mini_cmix+donor_profile,list,0,0.25,112209,oracle_only
157431,473,oracle+mini_cmix+donor_profile,list,0,0.25,112210,oracle_only
157907,464,oracle+mini_cmix+donor_profile,list,0,0.25,112211,oracle_only
158374,544,oracle+mini_cmix+donor_profile,list,0,0.25,112212,oracle_only
158921,478,oracle+mini_cmix+donor_profile,list,0,0.25,112213,oracle_only
159402,474,oracle+mini_cmix+donor_profile,list,0,0.25,112214,oracle_only
159879,473,oracle+mini_cmix+donor_profile,list,0,0.25,112215,oracle_only
160355,472,oracle+mini_cmix+donor_profile,list,0,0.25,112216,oracle_only
160830,457,oracle+mini_cmix+donor_profile,list,0,0.25,112217,oracle_only
161290,470,oracle+mini_cmix+donor_profile,list,0,0.25,112218,oracle_only
161763,473,oracle+mini_cmix+donor_profile,list,0,0.25,112219,oracle_only
162239,466,oracle+mini_cmix+donor_profile,list,0,0.25,112220,oracle_only
162708,476,oracle+mini_cmix+donor_profile,list,0,0.25,112221,oracle_only
163187,481,oracle+mini_cmix+donor_profile,list,0,0.25,112222,oracle_only
163671,704,oracle+mini_cmix+donor_profile,url,0,0.25,112223,oracle_only
164378,577,oracle+mini_cmix+donor_profile,list,0,0.25,112224,oracle_only
164958,466,oracle+mini_cmix+donor_profile,list,0,0.25,112225,oracle_only
165427,479,oracle+mini_cmix+donor_profile,list,0,0.25,112226,oracle_only
165909,471,oracle+mini_cmix+donor_profile,list,0,0.25,112227,oracle_only
166383,614,oracle+mini_cmix+donor_profile,xml,0,0.25,112228,oracle_only
167000,474,oracle+mini_cmix+donor_profile,list,0,0.25,112229,oracle_only
167477,485,oracle+mini_cmix+donor_profile,list,0,0.25,112230,oracle_only
167965,475,oracle+mini_cmix+donor_profile,list,0,0.25,112231,oracle_only
168443,479,oracle+mini_cmix+donor_profile,list,0,0.25,112232,oracle_only
168925,471,oracle+mini_cmix+donor_profile,list,0,0.25,112233,oracle_only
169399,584,oracle+mini_cmix+donor_profile,list,0,0.25,112234,oracle_only
169986,486,oracle+mini_cmix+donor_profile,list,0,0.25,112235,oracle_only
170475,499,oracle+mini_cmix+donor_profile,list,0,0.25,112236,oracle_only
170977,479,oracle+mini_cmix+donor_profile,list,0,0.25,112237,oracle_only
171459,477,oracle+mini_cmix+donor_profile,list,0,0.25,112238,oracle_only
171939,473,oracle+mini_cmix+donor_profile,list,0,0.25,112239,oracle_only
172415,483,oracle+mini_cmix+donor_profile,list,0,0.25,112240,oracle_only
172901,628,oracle+mini_cmix+donor_profile,list,0,0.25,112241,oracle_only
173532,472,oracle+mini_cmix+donor_profile,list,0,0.25,112242,oracle_only
174007,482,oracle+mini_cmix+donor_profile,list,0,0.25,112243,oracle_only
174492,480,oracle+mini_cmix+donor_profile,list,0,0.25,112244,oracle_only
174975,484,oracle+mini_cmix+donor_profile,list,0,0.25,112245,oracle_only
175462,709,oracle+mini_cmix+donor_profile,list,0,0.25,112246,oracle_only
176174,474,oracle+mini_cmix+donor_profile,list,0,0.25,112247,oracle_only
176651,485,oracle+mini_cmix+donor_profile,list,0,0.25,112248,oracle_only
177139,474,oracle+mini_cmix+donor_profile,list,0,0.25,112249,oracle_only
177616,475,oracle+mini_cmix+donor_profile,list,0,0.25,112250,oracle_only
178094,451,oracle+mini_cmix+donor_profile,list,0,0.25,112251,oracle_only
178548,467,oracle+mini_cmix+donor_profile,list,0,0.25,112252,oracle_only
179018,476,oracle+mini_cmix+donor_profile,list,0,0.25,112253,oracle_only
179497,483,oracle+mini_cmix+donor_profile,list,0,0.25,112254,oracle_only
179983,600,oracle+mini_cmix+donor_profile,list,0,0.25,112255,oracle_only
180586,455,oracle+mini_cmix+donor_profile,list,0,0.25,112256,oracle_only
181044,455,oracle+mini_cmix+donor_profile,list,0,0.25,112257,oracle_only
181502,468,oracle+mini_cmix+donor_profile,list,0,0.25,112258,oracle_only
181973,462,oracle+mini_cmix+donor_profile,list,0,0.25,112259,oracle_only
182438,464,oracle+mini_cmix+donor_profile,list,0,0.25,112260,oracle_only
182905,467,oracle+mini_cmix+donor_profile,list,0,0.25,112261,oracle_only
183375,474,oracle+mini_cmix+donor_profile,list,0,0.25,112262,oracle_only
183852,466,oracle+mini_cmix+donor_profile,list,0,0.25,112263,oracle_only
184321,474,oracle+mini_cmix+donor_profile,list,0,0.25,112264,oracle_only
184798,467,oracle+mini_cmix+donor_profile,list,0,0.25,112265,oracle_only
185268,471,oracle+mini_cmix+donor_profile,list,0,0.25,112266,oracle_only
185742,468,oracle+mini_cmix+donor_profile,list,0,0.25,112267,oracle_only
186213,454,oracle+mini_cmix+donor_profile,list,0,0.25,112268,oracle_only
186670,462,oracle+mini_cmix+donor_profile,list,0,0.25,112269,oracle_only
187135,464,oracle+mini_cmix+donor_profile,list,0,0.25,112270,oracle_only
187602,412,oracle+mini_cmix+donor_profile,list,0,0.25,112271,oracle_only
188017,876,oracle+mini_cmix+donor_profile,xml,0,0.25,112272,oracle_only
188896,469,oracle+mini_cmix+donor_profile,list,0,0.25,112273,oracle_only
189368,641,oracle+mini_cmix+donor_profile,list,0,0.25,112274,oracle_only
190012,440,oracle+mini_cmix+donor_profile,list,0,0.25,112275,oracle_only
190455,711,oracle+mini_cmix+donor_profile,url,0,0.25,112276,oracle_only
191169,469,oracle+mini_cmix+donor_profile,list,0,0.25,112277,oracle_only
191641,467,oracle+mini_cmix+donor_profile,list,0,0.25,112278,oracle_only
192111,441,oracle+mini_cmix+donor_profile,list,0,0.25,112279,oracle_only
192555,442,oracle+mini_cmix+donor_profile,list,0,0.25,112280,oracle_only
193000,446,oracle+mini_cmix+donor_profile,list,0,0.25,112281,oracle_only
193449,459,oracle+mini_cmix+donor_profile,list,0,0.25,112282,oracle_only
193911,446,oracle+mini_cmix+donor_profile,list,0,0.25,112283,oracle_only
194360,449,oracle+mini_cmix+donor_profile,list,0,0.25,112284,oracle_only
194812,425,oracle+mini_cmix+donor_profile,list,0,0.25,112285,oracle_only
195240,513,oracle+mini_cmix+donor_profile,list,0,0.25,112286,oracle_only
195756,977,oracle+mini_cmix+donor_profile,list,0,0.25,112287,oracle_only
196736,498,oracle+mini_cmix+donor_profile,list,0,0.25,112288,oracle_only
197237,546,oracle+mini_cmix+donor_profile,list,0,0.25,112289,oracle_only
197786,467,oracle+mini_cmix+donor_profile,list,0,0.25,112290,oracle_only
198256,459,oracle+mini_cmix+donor_profile,list,0,0.25,112291,oracle_only
198718,740,oracle+mini_cmix+donor_profile,url,0,0.25,112292,oracle_only
199461,443,oracle+mini_cmix+donor_profile,list,0,0.25,112293,oracle_only
199907,452,oracle+mini_cmix+donor_profile,list,0,0.25,112294,oracle_only
200362,466,oracle+mini_cmix+donor_profile,list,0,0.25,112295,oracle_only
200831,455,oracle+mini_cmix+donor_profile,list,0,0.25,112296,oracle_only
201289,440,oracle+mini_cmix+donor_profile,list,0,0.25,112297,oracle_only
201732,457,oracle+mini_cmix+donor_profile,list,0,0.25,112298,oracle_only
202192,404,oracle+mini_cmix+donor_profile,list,0,0.25,112299,oracle_only
202599,421,oracle+mini_cmix+donor_profile,list,0,0.25,112300,oracle_only
203023,448,oracle+mini_cmix+donor_profile,list,0,0.25,112301,oracle_only
203474,506,oracle+mini_cmix+donor_profile,list,0,0.25,112302,oracle_only
203983,533,oracle+mini_cmix+donor_profile,list,0,0.25,112303,oracle_only
204519,523,oracle+mini_cmix+donor_profile,list,0,0.25,112304,oracle_only
205045,493,oracle+mini_cmix+donor_profile,list,0,0.25,112305,oracle_only
205541,430,oracle+mini_cmix+donor_profile,list,0,0.25,112306,oracle_only
205974,465,oracle+mini_cmix+donor_profile,list,0,0.25,112307,oracle_only
206442,443,oracle+mini_cmix+donor_profile,list,0,0.25,112308,oracle_only
206888,915,oracle+mini_cmix+donor_profile,url,0,0.25,112309,oracle_only
207806,439,oracle+mini_cmix+donor_profile,list,0,0.25,112310,oracle_only
208248,439,oracle+mini_cmix+donor_profile,list,0,0.25,112311,oracle_only
208690,453,oracle+mini_cmix+donor_profile,list,0,0.25,112312,oracle_only
209146,526,oracle+mini_cmix+donor_profile,list,0,0.25,112313,oracle_only
209675,1253,oracle+mini_cmix+donor_profile,list,0,0.25,112314,oracle_only
210931,1537,oracle+mini_cmix+donor_profile,url,0,0.25,112315,oracle_only
212471,566,oracle+mini_cmix+donor_profile,list,0,0.25,112316,oracle_only
213040,938,oracle+mini_cmix+donor_profile,list,0,0.25,112317,oracle_only
213981,516,oracle+mini_cmix+donor_profile,list,0,0.25,112318,oracle_only
214500,1260,oracle+mini_cmix+donor_profile,list,0,0.25,112319,oracle_only
215763,532,oracle+mini_cmix+donor_profile,list,0,0.25,112320,oracle_only
216298,1083,oracle+mini_cmix+donor_profile,list,0,0.25,112321,oracle_only
217384,758,oracle+mini_cmix+donor_profile,url,0,0.25,112322,oracle_only
218145,536,oracle+mini_cmix+donor_profile,list,0,0.25,112323,oracle_only
218684,533,oracle+mini_cmix+donor_profile,list,0,0.25,112324,oracle_only
219220,1519,oracle+mini_cmix+donor_profile,list,0,0.25,112325,oracle_only
220742,511,oracle+mini_cmix+donor_profile,list,0,0.25,112326,oracle_only
221256,1203,oracle+mini_cmix+donor_profile,url,0,0.25,112327,oracle_only
222462,1137,oracle+mini_cmix+donor_profile,list,0,0.25,112328,oracle_only
223602,740,oracle+mini_cmix+donor_profile,url,0,0.25,112329,oracle_only
224345,488,oracle+mini_cmix+donor_profile,list,0,0.25,112330,oracle_only
224836,1117,oracle+mini_cmix+donor_profile,url,0,0.25,112331,oracle_only
225956,999,oracle+mini_cmix+donor_profile,url,0,0.25,112332,oracle_only
226958,529,oracle+mini_cmix+donor_profile,list,0,0.25,112333,oracle_only
227490,1026,oracle+mini_cmix+donor_profile,url,0,0.25,112334,oracle_only
228519,520,oracle+mini_cmix+donor_profile,list,0,0.25,112335,oracle_only
229042,528,oracle+mini_cmix+donor_profile,list,0,0.25,112336,oracle_only
229573,530,oracle+mini_cmix+donor_profile,list,0,0.25,112337,oracle_only
230106,521,oracle+mini_cmix+donor_profile,list,0,0.25,112338,oracle_only
230630,511,oracle+mini_cmix+donor_profile,list,0,0.25,112339,oracle_only
231144,500,oracle+mini_cmix+donor_profile,list,0,0.25,112340,oracle_only
231647,523,oracle+mini_cmix+donor_profile,list,0,0.25,112341,oracle_only
232173,515,oracle+mini_cmix+donor_profile,list,0,0.25,112342,oracle_only
232691,636,oracle+mini_cmix+donor_profile,list,0,0.25,112343,oracle_only
233330,515,oracle+mini_cmix+donor_profile,list,0,0.25,112344,oracle_only
233848,541,oracle+mini_cmix+donor_profile,list,0,0.25,112345,oracle_only
234392,992,oracle+mini_cmix+donor_profile,url,0,0.25,112346,oracle_only
235387,704,oracle+mini_cmix+donor_profile,list,0,0.25,112347,oracle_only
236094,1590,oracle+mini_cmix+donor_profile,url,0,0.25,112348,oracle_only
237687,526,oracle+mini_cmix+donor_profile,list,0,0.25,112349,oracle_only
238216,3388,oracle+mini_cmix+donor_profile,url,0,0.25,112350,oracle_only
241607,3999,oracle+mini_cmix+donor_profile,url,0,0.25,112351,oracle_only
245609,5104,oracle+mini_cmix+donor_profile,url,0,0.25,112352,oracle_only
250716,532,oracle+mini_cmix+donor_profile,list,0,0.25,112353,oracle_only
251251,530,oracle+mini_cmix+donor_profile,list,0,0.25,112354,oracle_only
251784,527,oracle+mini_cmix+donor_profile,list,0,0.25,112355,oracle_only
252314,763,oracle+mini_cmix+donor_profile,list,0,0.25,112356,oracle_only
253080,755,oracle+mini_cmix+donor_profile,list,0,0.25,112357,oracle_only
253838,513,oracle+mini_cmix+donor_profile,list,0,0.25,112358,oracle_only
254354,521,oracle+mini_cmix+donor_profile,list,0,0.25,112359,oracle_only
254878,530,oracle+mini_cmix+donor_profile,list,0,0.25,112360,oracle_only
255411,525,oracle+mini_cmix+donor_profile,list,0,0.25,112361,oracle_only
255939,534,oracle+mini_cmix+donor_profile,list,0,0.25,112362,oracle_only
256476,520,oracle+mini_cmix+donor_profile,list,0,0.25,112363,oracle_only
256999,523,oracle+mini_cmix+donor_profile,list,0,0.25,112364,oracle_only
257525,519,oracle+mini_cmix+donor_profile,list,0,0.25,112365,oracle_only
258047,515,oracle+mini_cmix+donor_profile,list,0,0.25,112366,oracle_only
258565,523,oracle+mini_cmix+donor_profile,list,0,0.25,112367,oracle_only
259091,559,oracle+mini_cmix+donor_profile,list,0,0.25,112368,oracle_only
259653,828,oracle+mini_cmix+donor_profile,list,0,0.25,112369,oracle_only
260484,529,oracle+mini_cmix+donor_profile,list,0,0.25,112370,oracle_only
261016,527,oracle+mini_cmix+donor_profile,list,0,0.25,112371,oracle_only
261546,533,oracle+mini_cmix+donor_profile,list,0,0.25,112372,oracle_only
262082,528,oracle+mini_cmix+donor_profile,list,0,0.25,112373,oracle_only
262613,527,oracle+mini_cmix+donor_profile,list,0,0.25,112374,oracle_only
263143,538,oracle+mini_cmix+donor_profile,list,0,0.25,112375,oracle_only
263684,535,oracle+mini_cmix+donor_profile,list,0,0.25,112376,oracle_only
264222,287,oracle+mini_cmix+donor_profile,xml,0,0.25,112377,oracle_only
264512,518,oracle+mini_cmix+donor_profile,list,0,0.25,112378,oracle_only
265033,531,oracle+mini_cmix+donor_profile,list,0,0.25,112379,oracle_only
265567,472,oracle+mini_cmix+donor_profile,list,0,0.25,112380,oracle_only
266042,478,oracle+mini_cmix+donor_profile,list,0,0.25,112381,oracle_only
266523,471,oracle+mini_cmix+donor_profile,list,0,0.25,112382,oracle_only
266997,757,oracle+mini_cmix+donor_profile,list,0,0.25,112383,oracle_only
267757,474,oracle+mini_cmix+donor_profile,list,0,0.25,112384,oracle_only
268234,490,oracle+mini_cmix+donor_profile,list,0,0.25,112385,oracle_only
268727,473,oracle+mini_cmix+donor_profile,list,0,0.25,112386,oracle_only
269203,474,oracle+mini_cmix+donor_profile,list,0,0.25,112387,oracle_only
269680,904,oracle+mini_cmix+donor_profile,url,0,0.25,112388,oracle_only
270587,717,oracle+mini_cmix+donor_profile,url,0,0.25,112389,oracle_only
271307,518,oracle+mini_cmix+donor_profile,list,0,0.25,112390,oracle_only
271828,516,oracle+mini_cmix+donor_profile,list,0,0.25,112391,oracle_only
272347,746,oracle+mini_cmix+donor_profile,url,0,0.25,112392,oracle_only
273096,478,oracle+mini_cmix+donor_profile,list,0,0.25,112393,oracle_only
273577,478,oracle+mini_cmix+donor_profile,list,0,0.25,112394,oracle_only
274058,461,oracle+mini_cmix+donor_profile,list,0,0.25,112395,oracle_only
274522,469,oracle+mini_cmix+donor_profile,list,0,0.25,112396,oracle_only
274994,485,oracle+mini_cmix+donor_profile,list,0,0.25,112397,oracle_only
275482,480,oracle+mini_cmix+donor_profile,list,0,0.25,112398,oracle_only
275965,471,oracle+mini_cmix+donor_profile,list,0,0.25,112399,oracle_only
276439,476,oracle+mini_cmix+donor_profile,list,0,0.25,112400,oracle_only
276918,478,oracle+mini_cmix+donor_profile,list,0,0.25,112401,oracle_only
277399,465,oracle+mini_cmix+donor_profile,list,0,0.25,112402,oracle_only
277867,447,oracle+mini_cmix+donor_profile,list,0,0.25,112403,oracle_only
278317,459,oracle+mini_cmix+donor_profile,list,0,0.25,112404,oracle_only
278779,275,oracle+mini_cmix+donor_profile,xml,0,0.25,112405,oracle_only
279057,470,oracle+mini_cmix+donor_profile,list,0,0.25,112406,oracle_only
279530,463,oracle+mini_cmix+donor_profile,list,0,0.25,112407,oracle_only
279996,477,oracle+mini_cmix+donor_profile,list,0,0.25,112408,oracle_only
280476,461,oracle+mini_cmix+donor_profile,list,0,0.25,112409,oracle_only
280940,480,oracle+mini_cmix+donor_profile,list,0,0.25,112410,oracle_only
281423,470,oracle+mini_cmix+donor_profile,list,0,0.25,112411,oracle_only
281896,469,oracle+mini_cmix+donor_profile,list,0,0.25,112412,oracle_only
