pack_id,recipient_offset,recipient_length,candidate_rank,donor_offset,donor_length,phrase_score,signature_hits,recipient_class,donor_class
16,16797859,1046789,5,2097920,16384,3515,605,9,9
17,17844648,1051023,0,13641728,16384,7194,1222,9,9
17,17844648,1051023,1,16797952,4096,5067,1151,9,9
17,17844648,1051023,2,1048320,65536,4869,843,9,9
17,17844648,1051023,3,1540096,65536,4779,829,9,9
17,17844648,1051023,4,3080960,65536,3850,616,9,9
17,17844648,1051023,5,4129792,65536,3570,616,9,9
17,17844648,1051023,6,2097920,16384,3515,605,9,9
18,18895671,1047724,0,13641728,16384,7194,1222,9,9
18,18895671,1047724,1,16797952,4096,5067,1151,9,9
18,18895671,1047724,2,1048320,65536,4869,843,9,9
18,18895671,1047724,3,1540096,65536,4779,829,9,9
18,18895671,1047724,4,3080960,65536,3850,616,9,9
18,18895671,1047724,5,4129792,65536,3570,616,9,9
18,18895671,1047724,6,2097920,16384,3515,605,9,9
19,19943395,1047479,0,13641728,16384,7194,1222,9,9
19,19943395,1047479,1,16797952,4096,5067,1151,9,9
19,19943395,1047479,2,1048320,65536,4869,843,9,9
19,19943395,1047479,3,1540096,65536,4779,829,9,9
19,19943395,1047479,4,3080960,65536,3850,616,9,9
19,19943395,1047479,5,4129792,65536,3570,616,9,9
19,19943395,1047479,6,2097920,16384,3515,605,9,9
20,20990874,1048917,0,13641728,16384,7194,1222,9,9
20,20990874,1048917,1,16797952,4096,5067,1151,9,9
20,20990874,1048917,2,1048320,65536,4869,843,9,9
20,20990874,1048917,3,1540096,65536,4779,829,9,9
20,20990874,1048917,4,3080960,65536,3850,616,9,9
20,20990874,1048917,5,4129792,65536,3570,616,9,9
20,20990874,1048917,6,2097920,16384,3515,605,9,9
21,22039791,1054737,0,13641728,16384,7194,1222,9,9
21,22039791,1054737,1,16797952,4096,5067,1151,9,9
21,22039791,1054737,2,1048320,65536,4869,843,9,9
21,22039791,1054737,3,1540096,65536,4779,829,9,9
21,22039791,1054737,4,3080960,65536,3850,616,9,9
21,22039791,1054737,5,4129792,65536,3570,616,9,9
21,22039791,1054737,6,2097920,16384,3515,605,9,9
22,23094528,1044683,0,13641728,16384,7194,1222,9,9
22,23094528,1044683,1,16797952,4096,5067,1151,9,9
22,23094528,1044683,2,1048320,65536,4869,843,9,9
22,23094528,1044683,3,1540096,65536,4779,829,9,9
22,23094528,1044683,4,3080960,65536,3850,616,9,9
22,23094528,1044683,5,4129792,65536,3570,616,9,9
22,23094528,1044683,6,2097920,16384,3515,605,9,9
23,24139211,1054234,0,13641728,16384,7194,1222,9,9
23,24139211,1054234,1,16797952,4096,5067,1151,9,9
23,24139211,1054234,2,1048320,65536,4869,843,9,9
23,24139211,1054234,3,1540096,65536,4779,829,9,9
23,24139211,1054234,4,3080960,65536,3850,616,9,9
23,24139211,1054234,5,4129792,65536,3570,616,9,9
23,24139211,1054234,6,2097920,16384,3515,605,9,9
24,25193445,1048781,0,13641728,16384,7194,1222,9,9
24,25193445,1048781,1,16797952,4096,5067,1151,9,9
24,25193445,1048781,2,1048320,65536,4869,843,9,9
24,25193445,1048781,3,1540096,65536,4779,829,9,9
24,25193445,1048781,4,3080960,65536,3850,616,9,9
24,25193445,1048781,5,4129792,65536,3570,616,9,9
24,25193445,1048781,6,2097920,16384,3515,605,9,9
26,27289725,1049665,0,13641728,16384,7194,1222,9,9
26,27289725,1049665,1,16797952,4096,5067,1151,9,9
26,27289725,1049665,2,1048320,65536,4869,843,9,9
26,27289725,1049665,3,1540096,65536,4779,829,9,9
26,27289725,1049665,4,3080960,65536,3850,616,9,9
26,27289725,1049665,5,4129792,65536,3570,616,9,9
26,27289725,1049665,6,2097920,16384,3515,605,9,9
27,28339390,1043373,0,13641728,16384,7194,1222,9,9
27,28339390,1043373,1,16797952,4096,5067,1151,9,9
27,28339390,1043373,2,1048320,65536,4869,843,9,9
27,28339390,1043373,3,1540096,65536,4779,829,9,9
27,28339390,1043373,4,3080960,65536,3850,616,9,9
27,28339390,1043373,5,4129792,65536,3570,616,9,9
27,28339390,1043373,6,2097920,16384,3515,605,9,9
28,29382763,1047972,0,13641728,16384,7194,1222,9,9
28,29382763,1047972,1,16797952,4096,5067,1151,9,9
28,29382763,1047972,2,1048320,65536,4869,843,9,9
28,29382763,1047972,3,1540096,65536,4779,829,9,9
28,29382763,1047972,4,3080960,65536,3850,616,9,9
28,29382763,1047972,5,4129792,65536,3570,616,9,9
28,29382763,1047972,6,2097920,16384,3515,605,9,9
32,33581405,1055789,0,13641728,16384,7194,1222,9,9
32,33581405,1055789,1,16797952,4096,5067,1151,9,9
32,33581405,1055789,2,1048320,65536,4869,843,9,9
32,33581405,1055789,3,1540096,65536,4779,829,9,9
32,33581405,1055789,4,3080960,65536,3850,616,9,9
32,33581405,1055789,5,4129792,65536,3570,616,9,9
32,33581405,1055789,6,2097920,16384,3515,605,9,9
33,34637194,1045396,0,13641728,16384,7194,1222,9,9
33,34637194,1045396,1,16797952,4096,5067,1151,9,9
33,34637194,1045396,2,1048320,65536,4869,843,9,9
33,34637194,1045396,3,1540096,65536,4779,829,9,9
33,34637194,1045396,4,3080960,65536,3850,616,9,9
33,34637194,1045396,5,4129792,65536,3570,616,9,9
33,34637194,1045396,6,2097920,16384,3515,605,9,9
35,36735523,1050153,0,13641728,16384,7194,1222,9,9
35,36735523,1050153,1,16797952,4096,5067,1151,9,9
35,36735523,1050153,2,1048320,65536,4869,843,9,9
35,36735523,1050153,3,1540096,65536,4779,829,9,9
35,36735523,1050153,4,3080960,65536,3850,616,9,9
35,36735523,1050153,5,4129792,65536,3570,616,9,9
35,36735523,1050153,6,2097920,16384,3515,605,9,9
38,39887096,1050095,0,13641728,16384,7194,1222,9,9
38,39887096,1050095,1,16797952,4096,5067,1151,9,9
38,39887096,1050095,2,1048320,65536,4869,843,9,9
38,39887096,1050095,3,1540096,65536,4779,829,9,9
38,39887096,1050095,4,3080960,65536,3850,616,9,9
38,39887096,1050095,5,4129792,65536,3570,616,9,9
38,39887096,1050095,6,2097920,16384,3515,605,9,9
41,43034573,1047746,0,42968832,65536,9292,1634,10,10
41,43034573,1047746,1,43017984,16384,8971,1579,10,10
41,43034573,1047746,2,42508288,4096,7432,1694,10,10
42,44082319,1047797,0,13641728,16384,7194,1222,9,9
42,44082319,1047797,1,16797952,4096,5067,1151,9,9
42,44082319,1047797,2,1048320,65536,4869,843,9,9
42,44082319,1047797,3,1540096,65536,4779,829,9,9
42,44082319,1047797,4,3080960,65536,3850,616,9,9
42,44082319,1047797,5,4129792,65536,3570,616,9,9
42,44082319,1047797,6,2097920,16384,3515,605,9,9
43,45130116,1046219,0,13641728,16384,7194,1222,9,9
43,45130116,1046219,1,16797952,4096,5067,1151,9,9
43,45130116,1046219,2,1048320,65536,4869,843,9,9
43,45130116,1046219,3,1540096,65536,4779,829,9,9
43,45130116,1046219,4,3080960,65536,3850,616,9,9
43,45130116,1046219,5,4129792,65536,3570,616,9,9
43,45130116,1046219,6,2097920,16384,3515,605,9,9
44,46176335,1051863,0,40937216,16384,3475,607,6,6
45,47228198,1048609,0,40937216,16384,3475,607,6,6
45,47228198,1048609,1,46669568,65536,2175,379,6,6
45,47228198,1048609,2,46694144,16384,1815,319,6,6
46,48276807,1049791,0,42968832,65536,9292,1634,10,10
46,48276807,1049791,1,43017984,16384,8971,1579,10,10
46,48276807,1049791,2,42508288,4096,7432,1694,10,10
47,49326598,1048518,0,42968832,65536,9292,1634,10,10
47,49326598,1048518,1,43017984,16384,8971,1579,10,10
47,49326598,1048518,2,42508288,4096,7432,1694,10,10
48,50375116,1054429,0,40937216,16384,3475,607,6,6
48,50375116,1054429,1,48260352,16384,2363,411,6,6
48,50375116,1054429,2,46669568,65536,2175,379,6,6
48,50375116,1054429,3,46694144,16384,1815,319,6,6
48,50375116,1054429,4,47719680,65536,1258,200,6,6
49,51429545,1048619,0,40937216,16384,3475,607,6,6
49,51429545,1048619,1,48260352,16384,2363,411,6,6
49,51429545,1048619,2,46669568,65536,2175,379,6,6
49,51429545,1048619,3,46694144,16384,1815,319,6,6
49,51429545,1048619,4,47719680,65536,1258,200,6,6
50,52478164,1048664,0,42968832,65536,9292,1634,10,10
50,52478164,1048664,1,43017984,16384,8971,1579,10,10
50,52478164,1048664,2,42508288,4096,7432,1694,10,10
51,53526828,1047831,0,40937216,16384,3475,607,6,6
51,53526828,1047831,1,48260352,16384,2363,411,6,6
51,53526828,1047831,2,46669568,65536,2175,379,6,6
51,53526828,1047831,3,46694144,16384,1815,319,6,6
51,53526828,1047831,4,47719680,65536,1258,200,6,6
52,54574659,1048408,0,42968832,65536,9292,1634,10,10
52,54574659,1048408,1,43017984,16384,8971,1579,10,10
52,54574659,1048408,2,42508288,4096,7432,1694,10,10
53,55623067,1050822,0,42968832,65536,9292,1634,10,10
53,55623067,1050822,1,43017984,16384,8971,1579,10,10
53,55623067,1050822,2,42508288,4096,7432,1694,10,10
54,56673889,1049159,0,42968832,65536,9292,1634,10,10
54,56673889,1049159,1,43017984,16384,8971,1579,10,10
54,56673889,1049159,2,42508288,4096,7432,1694,10,10
54,56673889,1049159,3,56115712,65536,4513,739,10,10
55,57723048,1049196,0,42968832,65536,9292,1634,10,10
55,57723048,1049196,1,43017984,16384,8971,1579,10,10
55,57723048,1049196,2,42508288,4096,7432,1694,10,10
55,57723048,1049196,3,56115712,65536,4513,739,10,10
56,58772244,1044753,0,40937216,16384,3475,607,6,6
56,58772244,1044753,1,48260352,16384,2363,411,6,6
56,58772244,1044753,2,46669568,65536,2175,379,6,6
56,58772244,1044753,3,46694144,16384,1815,319,6,6
56,58772244,1044753,4,47719680,65536,1258,200,6,6
57,59816997,1047586,0,42968832,65536,9292,1634,10,10
57,59816997,1047586,1,43017984,16384,8971,1579,10,10
57,59816997,1047586,2,42508288,4096,7432,1694,10,10
57,59816997,1047586,3,56115712,65536,4513,739,10,10
58,60864583,1045525,0,40937216,16384,3475,607,6,6
58,60864583,1045525,1,48260352,16384,2363,411,6,6
58,60864583,1045525,2,46669568,65536,2175,379,6,6
58,60864583,1045525,3,46694144,16384,1815,319,6,6
58,60864583,1045525,4,47719680,65536,1258,200,6,6
59,61910108,1051779,0,42968832,65536,9292,1634,10,10
59,61910108,1051779,1,43017984,16384,8971,1579,10,10
59,61910108,1051779,2,42508288,4096,7432,1694,10,10
59,61910108,1051779,3,56115712,65536,4513,739,10,10
60,62961887,1052056,0,40937216,16384,3475,607,6,6
60,62961887,1052056,1,48260352,16384,2363,411,6,6
60,62961887,1052056,2,46669568,65536,2175,379,6,6
60,62961887,1052056,3,46694144,16384,1815,319,6,6
60,62961887,1052056,4,47719680,65536,1258,200,6,6
61,64013943,1049996,0,42968832,65536,9292,1634,10,10
61,64013943,1049996,1,43017984,16384,8971,1579,10,10
61,64013943,1049996,2,42508288,4096,7432,1694,10,10
61,64013943,1049996,3,56115712,65536,4513,739,10,10
61,64013943,1049996,4,62403072,65536,4012,660,10,10
62,65063939,1049331,0,42968832,65536,9292,1634,10,10
62,65063939,1049331,1,43017984,16384,8971,1579,10,10
62,65063939,1049331,2,42508288,4096,7432,1694,10,10
62,65063939,1049331,3,56115712,65536,4513,739,10,10
62,65063939,1049331,4,62403072,65536,4012,660,10,10
63,66113270,1048925,0,42968832,65536,9292,1634,10,10
63,66113270,1048925,1,43017984,16384,8971,1579,10,10
63,66113270,1048925,2,42508288,4096,7432,1694,10,10
63,66113270,1048925,3,56115712,65536,4513,739,10,10
63,66113270,1048925,4,62403072,65536,4012,660,10,10
64,67162195,1048801,0,42968832,65536,9292,1634,10,10
64,67162195,1048801,1,43017984,16384,8971,1579,10,10
64,67162195,1048801,2,42508288,4096,7432,1694,10,10
64,67162195,1048801,3,56115712,65536,4513,739,10,10
64,67162195,1048801,4,62403072,65536,4012,660,10,10
65,68210996,1049294,0,42968832,65536,9292,1634,10,10
65,68210996,1049294,1,43017984,16384,8971,1579,10,10
65,68210996,1049294,2,42508288,4096,7432,1694,10,10
65,68210996,1049294,3,56115712,65536,4513,739,10,10
65,68210996,1049294,4,62403072,65536,4012,660,10,10
66,69260290,1048631,0,42968832,65536,9292,1634,10,10
66,69260290,1048631,1,43017984,16384,8971,1579,10,10
66,69260290,1048631,2,42508288,4096,7432,1694,10,10
66,69260290,1048631,3,56115712,65536,4513,739,10,10
66,69260290,1048631,4,62403072,65536,4012,660,10,10
67,70308921,1050169,0,42968832,65536,9292,1634,10,10
67,70308921,1050169,1,43017984,16384,8971,1579,10,10
67,70308921,1050169,2,42508288,4096,7432,1694,10,10
67,70308921,1050169,3,56115712,65536,4513,739,10,10
67,70308921,1050169,4,62403072,65536,4012,660,10,10
68,71359090,1054090,0,42968832,65536,9292,1634,10,10
68,71359090,1054090,1,43017984,16384,8971,1579,10,10
68,71359090,1054090,2,42508288,4096,7432,1694,10,10
68,71359090,1054090,3,56115712,65536,4513,739,10,10
68,71359090,1054090,4,62403072,65536,4012,660,10,10
69,72413180,1048830,0,40937216,16384,3475,607,6,6
69,72413180,1048830,1,48260352,16384,2363,411,6,6
69,72413180,1048830,2,46669568,65536,2175,379,6,6
69,72413180,1048830,3,46694144,16384,1815,319,6,6
69,72413180,1048830,4,47719680,65536,1258,200,6,6
70,73462010,1043106,0,42968832,65536,9292,1634,10,10
70,73462010,1043106,1,43017984,16384,8971,1579,10,10
70,73462010,1043106,2,42508288,4096,7432,1694,10,10
70,73462010,1043106,3,56115712,65536,4513,739,10,10
70,73462010,1043106,4,62403072,65536,4012,660,10,10
71,74505116,1045745,0,42968832,65536,9292,1634,10,10
71,74505116,1045745,1,43017984,16384,8971,1579,10,10
71,74505116,1045745,2,42508288,4096,7432,1694,10,10
71,74505116,1045745,3,56115712,65536,4513,739,10,10
71,74505116,1045745,4,62403072,65536,4012,660,10,10
72,75550861,1049284,0,42968832,65536,9292,1634,10,10
72,75550861,1049284,1,43017984,16384,8971,1579,10,10
72,75550861,1049284,2,42508288,4096,7432,1694,10,10
72,75550861,1049284,3,56115712,65536,4513,739,10,10
72,75550861,1049284,4,62403072,65536,4012,660,10,10
73,76600145,1049404,0,42968832,65536,9292,1634,10,10
73,76600145,1049404,1,43017984,16384,8971,1579,10,10
73,76600145,1049404,2,42508288,4096,7432,1694,10,10
73,76600145,1049404,3,56115712,65536,4513,739,10,10
73,76600145,1049404,4,62403072,65536,4012,660,10,10
74,77649549,1049401,0,40937216,16384,3475,607,6,6
74,77649549,1049401,1,48260352,16384,2363,411,6,6
74,77649549,1049401,2,46669568,65536,2175,379,6,6
74,77649549,1049401,3,46694144,16384,1815,319,6,6
74,77649549,1049401,4,47719680,65536,1258,200,6,6
75,78698950,1050159,0,42968832,65536,9292,1634,10,10
75,78698950,1050159,1,43017984,16384,8971,1579,10,10
75,78698950,1050159,2,42508288,4096,7432,1694,10,10
75,78698950,1050159,3,56115712,65536,4513,739,10,10
75,78698950,1050159,4,62403072,65536,4012,660,10,10
76,79749109,1047971,0,42968832,65536,9292,1634,10,10
76,79749109,1047971,1,43017984,16384,8971,1579,10,10
76,79749109,1047971,2,42508288,4096,7432,1694,10,10
76,79749109,1047971,3,56115712,65536,4513,739,10,10
76,79749109,1047971,4,62403072,65536,4012,660,10,10
77,80797080,1048978,0,42968832,65536,9292,1634,10,10
77,80797080,1048978,1,43017984,16384,8971,1579,10,10
77,80797080,1048978,2,42508288,4096,7432,1694,10,10
77,80797080,1048978,3,56115712,65536,4513,739,10,10
77,80797080,1048978,4,62403072,65536,4012,660,10,10
78,81846058,1049627,0,42968832,65536,9292,1634,10,10
78,81846058,1049627,1,43017984,16384,8971,1579,10,10
78,81846058,1049627,2,42508288,4096,7432,1694,10,10
78,81846058,1049627,3,56115712,65536,4513,739,10,10
78,81846058,1049627,4,62403072,65536,4012,660,10,10
79,82895685,1048835,0,13641728,16384,7194,1222,9,9
79,82895685,1048835,1,16797952,4096,5067,1151,9,9
79,82895685,1048835,2,1048320,65536,4869,843,9,9
79,82895685,1048835,3,1540096,65536,4779,829,9,9
79,82895685,1048835,4,3080960,65536,3850,616,9,9
79,82895685,1048835,5,4129792,65536,3570,616,9,9
79,82895685,1048835,6,2097920,16384,3515,605,9,9
80,83944520,1045011,0,42968832,65536,9292,1634,10,10
80,83944520,1045011,1,43017984,16384,8971,1579,10,10
80,83944520,1045011,2,42508288,4096,7432,1694,10,10
80,83944520,1045011,3,56115712,65536,4513,739,10,10
80,83944520,1045011,4,62403072,65536,4012,660,10,10
81,84989531,1048734,0,42968832,65536,9292,1634,10,10
81,84989531,1048734,1,43017984,16384,8971,1579,10,10
81,84989531,1048734,2,42508288,4096,7432,1694,10,10
81,84989531,1048734,3,56115712,65536,4513,739,10,10
81,84989531,1048734,4,62403072,65536,4012,660,10,10
82,86038265,1049376,0,42968832,65536,9292,1634,10,10
82,86038265,1049376,1,43017984,16384,8971,1579,10,10
82,86038265,1049376,2,42508288,4096,7432,1694,10,10
82,86038265,1049376,3,56115712,65536,4513,739,10,10
82,86038265,1049376,4,62403072,65536,4012,660,10,10
83,87087641,1048959,0,42968832,65536,9292,1634,10,10
83,87087641,1048959,1,43017984,16384,8971,1579,10,10
83,87087641,1048959,2,42508288,4096,7432,1694,10,10
83,87087641,1048959,3,56115712,65536,4513,739,10,10
83,87087641,1048959,4,62403072,65536,4012,660,10,10
84,88136600,1048261,0,42968832,65536,9292,1634,10,10
84,88136600,1048261,1,43017984,16384,8971,1579,10,10
84,88136600,1048261,2,42508288,4096,7432,1694,10,10
84,88136600,1048261,3,56115712,65536,4513,739,10,10
84,88136600,1048261,4,62403072,65536,4012,660,10,10
85,89184861,1050339,0,42968832,65536,9292,1634,10,10
85,89184861,1050339,1,43017984,16384,8971,1579,10,10
85,89184861,1050339,2,42508288,4096,7432,1694,10,10
85,89184861,1050339,3,56115712,65536,4513,739,10,10
85,89184861,1050339,4,62403072,65536,4012,660,10,10
86,90235200,1048918,0,42968832,65536,9292,1634,10,10
86,90235200,1048918,1,43017984,16384,8971,1579,10,10
86,90235200,1048918,2,42508288,4096,7432,1694,10,10
86,90235200,1048918,3,56115712,65536,4513,739,10,10
86,90235200,1048918,4,62403072,65536,4012,660,10,10
88,92334574,1044990,0,91284224,1024,27,5,8,8
89,93379564,1048442,0,42968832,65536,9292,1634,10,10
89,93379564,1048442,1,43017984,16384,8971,1579,10,10
89,93379564,1048442,2,42508288,4096,7432,1694,10,10
89,93379564,1048442,3,56115712,65536,4513,739,10,10
89,93379564,1048442,4,62403072,65536,4012,660,10,10
90,94428006,1047516,0,42968832,65536,9292,1634,10,10
90,94428006,1047516,1,43017984,16384,8971,1579,10,10
90,94428006,1047516,2,42508288,4096,7432,1694,10,10
90,94428006,1047516,3,56115712,65536,4513,739,10,10
90,94428006,1047516,4,62403072,65536,4012,660,10,10
91,95475522,1047783,0,42968832,65536,9292,1634,10,10
91,95475522,1047783,1,43017984,16384,8971,1579,10,10
91,95475522,1047783,2,42508288,4096,7432,1694,10,10
91,95475522,1047783,3,56115712,65536,4513,739,10,10
91,95475522,1047783,4,62403072,65536,4012,660,10,10
92,96523305,1048709,0,42968832,65536,9292,1634,10,10
92,96523305,1048709,1,43017984,16384,8971,1579,10,10
92,96523305,1048709,2,42508288,4096,7432,1694,10,10
92,96523305,1048709,3,56115712,65536,4513,739,10,10
92,96523305,1048709,4,62403072,65536,4012,660,10,10
93,97572014,1047722,0,42968832,65536,9292,1634,10,10
93,97572014,1047722,1,43017984,16384,8971,1579,10,10
93,97572014,1047722,2,42508288,4096,7432,1694,10,10
93,97572014,1047722,3,56115712,65536,4513,739,10,10
93,97572014,1047722,4,62403072,65536,4012,660,10,10
94,98619736,1047395,0,42968832,65536,9292,1634,10,10
94,98619736,1047395,1,43017984,16384,8971,1579,10,10
94,98619736,1047395,2,42508288,4096,7432,1694,10,10
94,98619736,1047395,3,56115712,65536,4513,739,10,10
94,98619736,1047395,4,62403072,65536,4012,660,10,10
95,99667131,1048501,0,42968832,65536,9292,1634,10,10
95,99667131,1048501,1,43017984,16384,8971,1579,10,10
95,99667131,1048501,2,42508288,4096,7432,1694,10,10
95,99667131,1048501,3,56115712,65536,4513,739,10,10
95,99667131,1048501,4,62403072,65536,4012,660,10,10
96,100715632,1046864,0,42968832,65536,9292,1634,10,10
96,100715632,1046864,1,43017984,16384,8971,1579,10,10
96,100715632,1046864,2,42508288,4096,7432,1694,10,10
96,100715632,1046864,3,56115712,65536,4513,739,10,10
96,100715632,1046864,4,62403072,65536,4012,660,10,10
97,101762496,1047087,0,42968832,65536,9292,1634,10,10
97,101762496,1047087,1,43017984,16384,8971,1579,10,10
97,101762496,1047087,2,42508288,4096,7432,1694,10,10
97,101762496,1047087,3,56115712,65536,4513,739,10,10
97,101762496,1047087,4,62403072,65536,4012,660,10,10
98,102809583,1052458,0,42968832,65536,9292,1634,10,10
98,102809583,1052458,1,43017984,16384,8971,1579,10,10
98,102809583,1052458,2,42508288,4096,7432,1694,10,10
98,102809583,1052458,3,56115712,65536,4513,739,10,10
98,102809583,1052458,4,62403072,65536,4012,660,10,10
99,103862041,1048466,0,40937216,16384,3475,607,6,6
99,103862041,1048466,1,48260352,16384,2363,411,6,6
99,103862041,1048466,2,46669568,65536,2175,379,6,6
99,103862041,1048466,3,46694144,16384,1815,319,6,6
99,103862041,1048466,4,47719680,65536,1258,200,6,6
100,104910507,1052545,0,40937216,16384,3475,607,6,6
100,104910507,1052545,1,48260352,16384,2363,411,6,6
100,104910507,1052545,2,46669568,65536,2175,379,6,6
100,104910507,1052545,3,46694144,16384,1815,319,6,6
100,104910507,1052545,4,47719680,65536,1258,200,6,6
101,105963052,1043174,0,40937216,16384,3475,607,6,6
101,105963052,1043174,1,48260352,16384,2363,411,6,6
101,105963052,1043174,2,46669568,65536,2175,379,6,6
101,105963052,1043174,3,46694144,16384,1815,319,6,6
101,105963052,1043174,4,47719680,65536,1258,200,6,6
102,107006226,1047887,0,40937216,16384,3475,607,6,6
102,107006226,1047887,1,48260352,16384,2363,411,6,6
102,107006226,1047887,2,46669568,65536,2175,379,6,6
102,107006226,1047887,3,46694144,16384,1815,319,6,6
102,107006226,1047887,4,47719680,65536,1258,200,6,6
103,108054113,1055045,0,40937216,16384,3475,607,6,6
103,108054113,1055045,1,48260352,16384,2363,411,6,6
103,108054113,1055045,2,46669568,65536,2175,379,6,6
103,108054113,1055045,3,46694144,16384,1815,319,6,6
103,108054113,1055045,4,47719680,65536,1258,200,6,6
104,109109158,1049000,0,42968832,65536,9292,1634,10,10
104,109109158,1049000,1,43017984,16384,8971,1579,10,10
104,109109158,1049000,2,42508288,4096,7432,1694,10,10
104,109109158,1049000,3,56115712,65536,4513,739,10,10
104,109109158,1049000,4,62403072,65536,4012,660,10,10
105,110158158,1049924,0,42968832,65536,9292,1634,10,10
105,110158158,1049924,1,43017984,16384,8971,1579,10,10
105,110158158,1049924,2,42508288,4096,7432,1694,10,10
105,110158158,1049924,3,56115712,65536,4513,739,10,10
105,110158158,1049924,4,62403072,65536,4012,660,10,10
106,111208082,1048061,0,42968832,65536,9292,1634,10,10
106,111208082,1048061,1,43017984,16384,8971,1579,10,10
106,111208082,1048061,2,42508288,4096,7432,1694,10,10
106,111208082,1048061,3,56115712,65536,4513,739,10,10
106,111208082,1048061,4,62403072,65536,4012,660,10,10
107,112256143,1047436,0,40937216,16384,3475,607,6,6
107,112256143,1047436,1,48260352,16384,2363,411,6,6
107,112256143,1047436,2,46669568,65536,2175,379,6,6
107,112256143,1047436,3,46694144,16384,1815,319,6,6
107,112256143,1047436,4,47719680,65536,1258,200,6,6
108,113303579,1052130,0,40937216,16384,3475,607,6,6
108,113303579,1052130,1,48260352,16384,2363,411,6,6
108,113303579,1052130,2,46669568,65536,2175,379,6,6
108,113303579,1052130,3,46694144,16384,1815,319,6,6
108,113303579,1052130,4,47719680,65536,1258,200,6,6
109,114355709,1042596,0,40937216,16384,3475,607,6,6
109,114355709,1042596,1,48260352,16384,2363,411,6,6
109,114355709,1042596,2,46669568,65536,2175,379,6,6
109,114355709,1042596,3,46694144,16384,1815,319,6,6
109,114355709,1042596,4,47719680,65536,1258,200,6,6
110,115398305,1047858,0,40937216,16384,3475,607,6,6
110,115398305,1047858,1,48260352,16384,2363,411,6,6
110,115398305,1047858,2,46669568,65536,2175,379,6,6
110,115398305,1047858,3,46694144,16384,1815,319,6,6
110,115398305,1047858,4,47719680,65536,1258,200,6,6
