rank,pack_id,recipient_offset,recipient_length,best_phrase_score,best_signature_hits,candidate_count
129,2019,519460040,261429,18,18,12
130,2023,520504762,261668,18,18,12
131,2029,522073358,261421,18,18,12
132,2070,532787941,261256,18,18,12
133,1737,446009676,260252,17,17,12
134,1768,454061250,260434,17,17,12
135,1789,459509231,261645,17,17,12
136,1803,463158979,260325,17,17,12
137,1818,467074811,260919,17,17,12
138,1823,468375627,260330,17,17,12
139,1826,469152368,260707,17,17,12
140,1862,478541461,261190,17,17,12
141,1887,485032851,260685,17,17,12
142,1893,486598657,260560,17,17,12
143,1898,487904685,260634,17,17,12
144,1911,491287489,260974,17,17,12
145,1921,493898821,261000,17,17,12
146,1927,495465830,260382,17,17,12
147,1947,500685116,261846,17,17,12
148,2003,515282351,260554,17,17,12
149,2007,516326505,260972,17,17,12
150,2020,519721472,261540,17,17,12
151,2021,519983015,260597,17,17,12
152,2025,521027438,261985,17,17,12
153,2036,523898907,261916,17,17,12
154,2102,540425453,206125,17,17,12
155,471,121327462,260502,16,16,12
156,1646,422741184,262055,16,16,12
157,1650,423783375,261273,16,16,12
158,1758,451451667,262069,16,16,12
159,1759,451713739,260617,16,16,12
160,1762,452496372,260349,16,16,12
161,1763,452756724,260719,16,16,12
162,1765,453278708,260943,16,16,12
163,1798,461854529,262087,16,16,12
164,1812,465506528,261919,16,16,12
165,1827,469413078,260654,16,16,12
166,1839,472545760,254632,16,16,12
167,1857,477237663,260127,16,16,12
168,1864,479062714,257217,16,16,12
169,1872,481139845,261899,16,16,12
170,1874,481662252,251259,16,16,12
171,1888,485293539,262050,16,16,12
172,1896,487381490,261271,16,16,12
173,1897,487642764,261918,16,16,12
174,1907,490248263,261107,16,16,12
175,1910,491031869,255617,16,16,12
176,1926,495204173,261654,16,16,12
177,1933,497028504,262004,16,16,12
178,1940,498857117,260881,16,16,12
179,1950,501469419,260867,16,16,12
180,1952,501992049,260594,16,16,12
181,1966,505632426,261873,16,16,12
182,1967,505894302,262058,16,16,12
183,1977,508505119,259717,16,16,12
184,1989,511625996,261006,16,16,12
185,1998,513978247,261051,16,16,12
186,2008,516587480,261011,16,16,12
187,2009,516848494,261029,16,16,12
188,2015,518415058,260620,16,16,12
189,2039,524683097,261932,16,16,12
190,2050,527549412,262077,16,16,12
191,2069,532525918,262020,16,16,12
192,10,2614592,262047,15,15,12
193,1767,453799755,261492,15,15,12
194,1811,465245751,260774,15,15,12
195,1815,466291474,261802,15,15,12
196,1822,468115620,260004,15,15,12
197,1834,471243510,261201,15,15,12
198,1837,472027045,257255,15,15,12
199,1838,472284303,261454,15,15,12
200,1846,474364103,261624,15,15,12
201,1856,476976427,261233,15,15,12
202,1871,480878945,260897,15,15,12
203,1876,482174480,260807,15,15,12
204,1917,492855464,261312,15,15,12
205,1918,493116779,260403,15,15,12
206,1922,494159824,261812,15,15,12
207,1923,494421639,260809,15,15,12
208,1939,498595475,261639,15,15,12
209,1942,499378839,261148,15,15,12
210,1944,499901099,260941,15,15,12
211,1954,502513291,261427,15,15,12
212,1955,502774721,260903,15,15,12
213,1978,508764839,259589,15,15,12
214,1980,509285987,262094,15,15,12
215,1987,511107207,261463,15,15,12
216,1996,513454426,262101,15,15,12
217,2004,515542908,260986,15,15,12
218,2030,522334782,261209,15,15,12
219,2037,524160826,260848,15,15,12
220,2071,533049200,261865,15,15,12
221,2076,534355126,262049,15,15,12
222,2104,540869020,239685,15,15,12
223,1745,448091262,260899,14,14,12
224,1764,453017446,261259,14,14,12
225,1766,453539654,260098,14,14,12
226,1773,455348336,258834,14,14,12
227,1783,457945769,259756,14,14,12
228,1784,458205528,260367,14,14,12
229,1795,461074883,261032,14,14,12
230,1797,461593959,260567,14,14,12
231,1813,465768450,260922,14,14,12
232,1814,466029375,262096,14,14,12
233,1821,467854986,260631,14,14,12
234,1828,469673735,262037,14,14,12
235,1845,474101976,262124,14,14,12
236,1854,476452633,261832,14,14,12
237,1866,479580164,256152,14,14,12
238,1873,481401747,260502,14,14,12
239,1882,483728868,259904,14,14,12
240,1884,484249383,260156,14,14,12
241,1889,485555592,259921,14,14,12
242,1895,487120246,261241,14,14,12
243,1899,488165322,260546,14,14,12
244,1906,489987833,260427,14,14,12
245,1909,490771493,260373,14,14,12
246,1912,491548466,261607,14,14,12
247,1913,491810076,261208,14,14,12
248,1931,496506928,260556,14,14,12
249,1937,498073734,259901,14,14,12
250,1941,499118001,260835,14,14,12
251,1943,499639990,261106,14,14,12
252,1957,503297677,261092,14,14,12
253,1970,506677490,260462,14,14,12
254,1979,509024431,261553,14,14,12
255,1982,509808517,258887,14,14,12
256,1983,510067407,261785,14,14,12
257,1986,510848661,258543,14,14,12
258,2034,523376667,260562,14,14,12
259,2038,524421677,261417,14,14,12
260,470,121065404,262055,13,13,12
261,1733,444967857,261361,13,13,12
262,1735,445486576,262126,13,13,12
263,1782,457685375,260391,13,13,12
264,1785,458465898,259903,13,13,12
265,1802,462898855,260121,13,13,12
266,1810,464984145,261603,13,13,12
267,1836,471765942,261100,13,13,12
268,1843,473581984,259375,13,13,12
269,1844,473841362,260611,13,13,12
270,1849,475146594,260845,13,13,12
271,1860,478019724,261186,13,13,12
272,1880,483220019,260267,13,13,12
273,1890,485815516,260369,13,13,12
274,1894,486859220,261023,13,13,12
275,1900,488425871,259995,13,13,12
276,1928,495726215,259084,13,13,12
277,1930,496245486,261439,13,13,12
278,1934,497290511,261730,13,13,12
279,1951,501730289,261757,13,13,12
280,1959,503819629,261580,13,13,12
281,1971,506937955,259898,13,13,12
282,1976,508243222,261894,13,13,12
283,1985,510587826,260832,13,13,12
284,1997,513716530,261714,13,13,12
285,2073,533573208,261940,13,13,12
286,2079,535140450,261825,13,13,12
287,2123,545443738,259527,13,13,12
288,25,6495712,261622,12,12,12
289,1720,441662962,246077,12,12,12
290,1741,447048810,259244,12,12,12
291,1742,447308057,260605,12,12,12
292,1743,447568665,261876,12,12,12
293,1755,450668832,260673,12,12,12
294,1772,455088372,259961,12,12,12
295,1781,457426081,259291,12,12,12
296,1787,458986768,260705,12,12,12
297,1790,459770879,260842,12,12,12
298,1830,470196684,261997,12,12,12
299,1847,474625730,260464,12,12,12
300,1853,476191137,261493,12,12,12
301,1859,477759559,260162,12,12,12
302,1867,479836319,259616,12,12,12
303,1878,482697058,260968,12,12,12
304,1879,482958029,261987,12,12,12
305,1902,488945478,261551,12,12,12
306,1929,495985302,260181,12,12,12
307,1935,497552244,261049,12,12,12
308,1964,505108484,262094,12,12,12
309,1973,507459891,261392,12,12,12
310,1991,512148258,261240,12,12,12
311,2031,522595994,258041,12,12,12
312,2067,532002524,261345,12,12,12
313,2068,532263872,262043,12,12,12
314,2077,534617178,261814,12,12,12
315,4,1047242,261120,11,11,12
316,5,1308365,260288,11,11,12
317,22,5715703,258943,11,11,12
318,397,102331276,261801,11,11,12
319,697,179258931,257631,11,11,12
320,1006,258409846,257592,11,11,12
321,1757,451191233,260431,11,11,12
322,1760,451974359,260577,11,11,12
323,1775,455865736,260696,11,11,12
324,1776,456126435,261854,11,11,12
325,1778,456644431,261606,11,11,12
326,1779,456906040,261005,11,11,12
327,1780,457167048,259030,11,11,12
328,1794,460813288,261592,11,11,12
329,1817,466813753,261055,11,11,12
330,1848,474886197,260394,11,11,12
331,1905,489728771,259059,11,11,12
332,1956,503035627,262047,11,11,12
333,1974,507721286,262012,11,11,12
334,1990,511887005,261250,11,11,12
335,1995,513192666,261757,11,11,12
336,2035,523637232,261672,11,11,12
337,2044,525986992,259960,11,11,12
338,2045,526246955,261002,11,11,12
339,2049,527287549,261860,11,11,12
340,2080,535402278,261858,11,11,12
341,2107,541535163,572995,11,11,12
342,9,2352558,262031,10,10,12
343,279,71795982,259544,10,10,12
344,302,77715058,257259,10,10,12
345,760,195488219,261490,10,10,12
346,1748,448866203,261646,10,10,12
347,1769,454321687,260625,10,10,12
348,1777,456388292,256136,10,10,12
349,1792,460292321,259775,10,10,12
350,1824,468635960,254831,10,10,12
351,1825,468890794,261571,10,10,12
352,1835,471504714,261225,10,10,12
353,1875,481913514,260963,10,10,12
354,1881,483480289,248576,10,10,12
355,1908,490509373,262117,10,10,12
356,1914,492071287,261202,10,10,12
357,1916,492593658,261803,10,10,12
358,1938,498333638,261834,10,10,12
359,1958,503558772,260854,10,10,12
360,1969,506415403,262084,10,10,12
361,1972,507197856,262032,10,10,12
362,1981,509548084,260430,10,10,12
363,1984,510329195,258628,10,10,12
364,1988,511368673,257320,10,10,12
365,1993,512671057,261012,10,10,12
366,2033,523115736,260928,10,10,12
367,2042,525464532,260850,10,10,12
368,2075,534094247,260876,10,10,12
369,11,2876642,259631,9,9,12
370,165,42471778,262003,9,9,12
371,743,191160431,260178,9,9,12
372,1000,256845275,261854,9,9,12
373,1227,315147631,254633,9,9,12
374,1582,406208687,261271,9,9,12
375,1693,434788269,253640,9,9,12
376,1740,446789670,259137,9,9,12
377,1749,449127852,255624,9,9,12
378,1753,450147350,259534,9,9,12
379,1756,450929508,261722,9,9,12
380,1771,454826776,261593,9,9,12
381,1774,455607173,258560,9,9,12
382,1791,460031724,260594,9,9,12
383,1806,463939696,261267,9,9,12
384,1808,464462112,260295,9,9,12
385,1832,470720051,261372,9,9,12
386,1868,480095938,259133,9,9,12
387,1869,480355074,262035,9,9,12
388,1962,504600386,260722,9,9,12
389,1965,505370581,261842,9,9,12
390,1968,506156363,259037,9,9,12
391,1975,507983301,259918,9,9,12
392,2084,536415387,243005,9,9,12
393,6,1568656,261781,8,8,12
394,20,5194635,259865,8,8,12
395,88,22620722,246418,8,8,12
396,147,37801700,261254,8,8,12
397,280,72055529,260243,8,8,12
398,472,121587967,260532,8,8,12
399,1581,405947011,261673,8,8,12
400,1599,410578554,256900,8,8,12
401,1639,420916636,260630,8,8,12
402,1692,434532779,255487,8,8,12
403,1746,448352164,261126,8,8,12
404,1750,449383479,255849,8,8,12
405,1751,449639331,248034,8,8,12
406,1770,454582315,244458,8,8,12
407,1786,458725804,260961,8,8,12
408,1805,463681092,258601,8,8,12
409,1816,466553279,260471,8,8,12
410,1858,477497793,261763,8,8,12
411,1915,492332492,261163,8,8,12
412,1994,512932072,260591,8,8,12
413,2040,524945032,260026,8,8,12
414,2043,525725385,261604,8,8,12
415,2047,526766769,260207,8,8,12
416,2074,533835151,259093,8,8,12
417,2103,540631581,237436,8,8,12
418,2115,543581493,248810,8,8,12
419,7,1830440,260383,7,7,12
420,21,5454503,261197,7,7,12
421,50,12919393,249091,7,7,12
422,62,16006842,261036,7,7,12
423,140,35985615,258463,7,7,12
424,156,40147723,258684,7,7,12
425,224,57631820,260733,7,7,12
426,391,100772034,261995,7,7,12
427,401,103372178,254170,7,7,12
428,469,120803795,261606,7,7,12
429,616,158457459,247960,7,7,12
430,712,183132974,261612,7,7,12
431,1004,257887207,260812,7,7,12
432,1214,311809810,262073,7,7,12
433,1472,377929760,261966,7,7,12
434,1485,381249753,261537,7,7,12
435,1559,400242615,256761,7,7,12
436,1583,406469961,261601,7,7,12
437,1642,421695952,261896,7,7,12
438,1643,421957851,260099,7,7,12
439,1719,441400987,261972,7,7,12
440,1725,442919996,260421,7,7,12
441,1747,448613293,252907,7,7,12
442,1752,449887368,259979,7,7,12
443,1754,450406887,261942,7,7,12
444,1807,464200966,261143,7,7,12
445,1820,467593253,261730,7,7,12
446,1870,480617112,261830,7,7,12
447,1901,488685869,259606,7,7,12
448,1963,504861111,247370,7,7,12
449,1992,512409501,261553,7,7,12
450,2041,525205061,259468,7,7,12
451,2046,526507960,258806,7,7,12
452,2048,527026979,260567,7,7,12
453,2114,543328893,252597,7,7,12
454,2116,543830306,169763,7,7,12
455,51,13168487,261106,6,6,12
456,85,21864952,256147,6,6,12
457,105,26955158,261870,6,6,12
458,254,65376440,261337,6,6,12
459,378,97411024,261723,6,6,12
460,398,102593080,261334,6,6,12
461,518,133400110,253042,6,6,12
462,731,188072807,260439,6,6,12
463,990,254258873,261328,6,6,12
464,1011,259695899,261877,6,6,12
465,1129,290032989,261738,6,6,12
466,1144,293841455,253419,6,6,12
467,1475,378697719,262127,6,6,12
468,1628,418061112,249487,6,6,12
469,1629,418310602,260744,6,6,12
470,1640,421177269,261264,6,6,12
471,1645,422480067,261114,6,6,12
472,1718,441142459,258525,6,6,12
473,1732,444705943,261911,6,6,12
474,1738,446269931,259959,6,6,12
475,1739,446529893,259774,6,6,12
476,1793,460552099,261186,6,6,12
477,1819,467335733,257517,6,6,12
478,1960,504081212,257417,6,6,12
479,2032,522854038,261695,6,6,12
480,2083,536188298,227086,6,6,12
481,2113,543008316,320574,6,6,12
482,2119,544455889,234059,6,6,12
483,8,2090826,261729,5,5,12
484,12,3136276,259983,5,5,12
485,13,3396262,258911,5,5,12
486,18,4674023,261800,5,5,12
487,33,8557649,261697,5,5,12
488,35,9071635,257605,5,5,12
489,36,9329243,261189,5,5,12
490,40,10374217,254759,5,5,12
491,78,20070631,261383,5,5,12
492,99,25402658,253125,5,5,12
493,144,37020290,259453,5,5,12
494,161,41428811,262042,5,5,12
495,170,43761381,261914,5,5,12
496,177,45548475,257514,5,5,12
497,179,46066766,256335,5,5,12
498,190,48903491,254358,5,5,12
499,194,49937256,259370,5,5,12
500,207,53287540,254160,5,5,12
501,218,56117416,261085,5,5,12
502,233,59942278,245168,5,5,12
503,239,61482588,247705,5,5,12
504,246,63289493,259062,5,5,12
505,269,69260964,247152,5,5,12
506,284,73096705,255019,5,5,12
507,366,94305803,257089,5,5,12
508,377,97150256,260765,5,5,12
509,387,99758917,261851,5,5,12
510,390,100510119,261912,5,5,12
511,400,103116356,255819,5,5,12
512,483,124438631,250470,5,5,12
513,515,132626072,259926,5,5,12
514,599,154032121,260902,5,5,12
515,621,159748952,258551,5,5,12
516,630,162090972,255614,5,5,12
517,636,163622426,249129,5,5,12
518,648,166668662,258479,5,5,12
519,696,178999081,259847,5,5,12
520,710,182615743,255320,5,5,12
521,732,188333249,260661,5,5,12
522,738,189870984,251112,5,5,12
523,759,195228950,259266,5,5,12
524,789,202861008,258134,5,5,12
525,819,210488663,261252,5,5,12
526,827,212558645,249160,5,5,12
527,837,215130426,257328,5,5,12
528,867,222843683,258880,5,5,12
529,872,224138022,261847,5,5,12
530,1001,257107132,256053,5,5,12
531,1005,258148022,261821,5,5,12
532,1021,262250342,257856,5,5,12
533,1069,274604514,262074,5,5,12
534,1101,282838871,254533,5,5,12
535,1110,285143460,259225,5,5,12
536,1276,327672199,261022,5,5,12
537,1302,334367543,252895,5,5,12
538,1319,338741660,260225,5,5,12
539,1322,339516022,247429,5,5,12
540,1323,339763454,259223,5,5,12
541,1343,344812063,261742,5,5,12
542,1356,348097377,258791,5,5,12
543,1358,348617432,261972,5,5,12
544,1420,364532960,250558,5,5,12
545,1445,370990300,259440,5,5,12
546,1473,378191729,245172,5,5,12
547,1504,386149688,252966,5,5,12
548,1512,388218122,257352,5,5,12
549,1530,392748005,251317,5,5,12
550,1531,392999325,255964,5,5,12
551,1532,393255292,260229,5,5,12
552,1552,398426334,254897,5,5,12
553,1554,398940244,260754,5,5,12
554,1555,399201001,259261,5,5,12
555,1560,400499379,261272,5,5,12
556,1561,400760654,259136,5,5,12
557,1584,406731565,256490,5,5,12
558,1588,407737825,260999,5,5,12
559,1603,411614187,258247,5,5,12
560,1605,412132880,260637,5,5,12
561,1606,412393520,259648,5,5,12
562,1626,417569650,239372,5,5,12
563,1627,417809025,252084,5,5,12
564,1636,420133699,259484,5,5,12
565,1647,423003242,261563,5,5,12
566,1649,423525426,257946,5,5,12
567,1660,426322514,259672,5,5,12
568,1668,428385407,258753,5,5,12
569,1717,440883011,259445,5,5,12
570,1724,442659721,260272,5,5,12
571,1731,444446485,259455,5,5,12
572,1961,504338632,261751,5,5,12
573,2099,539848779,249357,5,5,12
574,2101,540274430,151020,5,5,12
575,2121,544952006,233660,5,5,12
576,16,4151358,261480,4,4,12
577,17,4412841,261179,4,4,12
578,19,4935826,258806,4,4,12
579,31,8035452,260977,4,4,12
580,39,10113175,261039,4,4,12
581,42,10886441,254238,4,4,12
582,44,11388915,259258,4,4,12
583,46,11909236,260888,4,4,12
584,47,12170127,259985,4,4,12
585,48,12430115,246281,4,4,12
586,61,15749490,257349,4,4,12
587,63,16267881,259334,4,4,12
588,67,17284633,244530,4,4,12
589,103,26439564,257339,4,4,12
590,106,27217031,254977,4,4,12
591,148,38062957,259715,4,4,12
592,154,39627090,260003,4,4,12
593,155,39887096,260624,4,4,12
594,157,40406410,257613,4,4,12
595,160,41166884,261924,4,4,12
596,164,42211420,260355,4,4,12
597,166,42733784,261253,4,4,12
598,169,43500073,261305,4,4,12
599,175,45038239,248150,4,4,12
600,181,46583139,261391,4,4,12
601,183,47104322,260992,4,4,12
602,191,49157852,261435,4,4,12
603,192,49419290,257029,4,4,12
604,193,49676322,260931,4,4,12
605,203,52248582,254849,4,4,12
606,208,53541703,257277,4,4,12
607,232,59681113,261162,4,4,12
608,252,64853503,261815,4,4,12
609,256,65897037,261811,4,4,12
610,258,66411692,261926,4,4,12
611,268,68999631,261330,4,4,12
612,271,69764031,251337,4,4,12
613,272,70015371,224544,4,4,12
614,275,70758966,261271,4,4,12
615,276,71020240,261743,4,4,12
616,286,73612581,258403,4,4,12
617,290,74653373,259696,4,4,12
618,297,76447357,235627,4,4,12
619,317,81598270,256612,4,4,12
620,331,85228473,261722,4,4,12
621,332,85490198,261260,4,4,12
622,345,88866140,244137,4,4,12
623,349,89887399,260343,4,4,12
624,350,90147745,256410,4,4,12
625,353,90925674,259991,4,4,12
626,371,95594770,260866,4,4,12
627,373,96112709,259139,4,4,12
628,395,101807776,261858,4,4,12
629,421,108498979,259009,4,4,12
630,428,110274051,261370,4,4,12
631,439,113111418,259989,4,4,12
632,445,114653551,260948,4,4,12
633,458,117992529,261838,4,4,12
634,463,119287898,262023,4,4,12
635,464,119549924,239641,4,4,12
636,480,123657340,261821,4,4,12
637,481,123919164,258399,4,4,12
638,510,131337262,258770,4,4,12
639,519,133653155,261052,4,4,12
640,529,136185464,260354,4,4,12
641,562,144586294,259781,4,4,12
642,609,156635530,260862,4,4,12
643,612,157416559,261037,4,4,12
644,619,159228148,259912,4,4,12
645,629,161830970,259999,4,4,12
646,635,163362999,259424,4,4,12
647,643,165408653,223212,4,4,12
648,644,165631868,259755,4,4,12
649,663,170540599,260217,4,4,12
650,664,170800819,259647,4,4,12
651,680,174889782,261765,4,4,12
652,690,177454050,261874,4,4,12
653,708,182118057,238272,4,4,12
654,709,182356332,259408,4,4,12
655,713,183394589,259036,4,4,12
656,719,184953603,260983,4,4,12
657,721,185471317,260211,4,4,12
658,730,187810705,262099,4,4,12
659,766,197030953,260905,4,4,12
660,772,198568609,249820,4,4,12
661,791,203376747,259145,4,4,12
662,793,203895633,260794,4,4,12
663,814,209228548,225637,4,4,12
664,833,214089176,261694,4,4,12
665,835,214607250,261378,4,4,12
666,851,218706025,261024,4,4,12
667,855,219750628,261824,4,4,12
668,862,221544503,260826,4,4,12
669,866,222581762,261918,4,4,12
670,879,225962339,261255,4,4,12
671,885,227516024,260890,4,4,12
672,887,228038934,254799,4,4,12
673,888,228293736,256311,4,4,12
674,889,228550050,257491,4,4,12
675,926,237977027,247706,4,4,12
676,932,239502956,251614,4,4,12
677,959,246278857,260186,4,4,12
678,960,246539046,257894,4,4,12
679,969,248856516,259908,4,4,12
680,973,249901395,255590,4,4,12
681,985,252967066,259846,4,4,12
682,991,254520204,251744,4,4,12
683,995,255545979,262047,4,4,12
684,996,255808029,257771,4,4,12
685,997,256065803,257531,4,4,12
686,999,256585048,260224,4,4,12
687,1022,262508201,259469,4,4,12
688,1047,268945865,261850,4,4,12
689,1062,272803905,258196,4,4,12
690,1068,274346458,258053,4,4,12
691,1081,277695085,257433,4,4,12
692,1112,285659748,255311,4,4,12
693,1120,287731683,241531,4,4,12
694,1127,289521937,250292,4,4,12
695,1128,289772232,260754,4,4,12
696,1130,290294730,247345,4,4,12
697,1140,292801861,261310,4,4,12
698,1153,296162800,260265,4,4,12
699,1161,298221050,246899,4,4,12
700,1173,301290019,261483,4,4,12
701,1177,302317697,260606,4,4,12
702,1218,312848273,259583,4,4,12
703,1228,315402267,261693,4,4,12
704,1231,316151669,260684,4,4,12
705,1247,320202103,259048,4,4,12
706,1257,322759810,260829,4,4,12
707,1264,324578608,255993,4,4,12
708,1275,327413095,259101,4,4,12
709,1280,328697958,259893,4,4,12
710,1281,328957854,261255,4,4,12
711,1308,335901372,261871,4,4,12
712,1316,337961812,261031,4,4,12
713,1320,339001888,261681,4,4,12
714,1324,340022680,258333,4,4,12
715,1325,340281016,260328,4,4,12
716,1339,343771796,257401,4,4,12
717,1371,351978763,262061,4,4,12
718,1417,363757633,260713,4,4,12
719,1419,364274902,258055,4,4,12
720,1447,371509821,256856,4,4,12
721,1488,382025338,260928,4,4,12
722,1508,387178975,255027,4,4,12
723,1516,389252619,260248,4,4,12
724,1550,397905801,259980,4,4,12
725,1562,401019793,258525,4,4,12
726,1566,402056419,259624,4,4,12
727,1569,402838366,261370,4,4,12
728,1586,407246051,229918,4,4,12
729,1589,407998827,262046,4,4,12
730,1593,409036463,261072,4,4,12
731,1601,411095368,261025,4,4,12
732,1620,416022275,261550,4,4,12
733,1621,416283828,257183,4,4,12
734,1634,419610978,260843,4,4,12
735,1635,419871824,261872,4,4,12
736,1638,420654848,261785,4,4,12
737,1651,424044651,261366,4,4,12
738,1653,424563797,260104,4,4,12
739,1656,425299734,246773,4,4,12
740,1690,434027024,248359,4,4,12
741,1695,435303066,262084,4,4,12
742,1697,435811196,255073,4,4,12
743,1701,436836495,254029,4,4,12
744,1723,442417412,242306,4,4,12
745,1726,443180420,260501,4,4,12
746,2097,539414755,260540,4,4,12
747,2100,540098139,176288,4,4,12
748,2109,542247873,417340,4,4,12
749,32,8296432,261214,3,3,12
750,34,8819349,252283,3,3,12
751,45,11648176,261057,3,3,12
752,53,13689653,262099,3,3,12
753,55,14212631,252132,3,3,12
754,60,15488132,261355,3,3,12
755,70,18041509,250412,3,3,12
756,73,18790696,256001,3,3,12
757,74,19046700,261490,3,3,12
758,82,21107882,260887,3,3,12
759,84,21605984,258965,3,3,12
760,90,23115414,260794,3,3,12
761,93,23875014,260222,3,3,12
762,96,24645055,246662,3,3,12
763,100,25655786,260364,3,3,12
764,111,28507423,260449,3,3,12
765,117,30037358,259088,3,3,12
766,124,31850093,261219,3,3,12
767,128,32867177,258793,3,3,12
768,133,34167680,260842,3,3,12
769,134,34428525,260255,3,3,12
770,136,34948719,260727,3,3,12
771,138,35464616,259119,3,3,12
772,141,36244081,254872,3,3,12
773,146,37540846,260851,3,3,12
774,150,38584116,259655,3,3,12
775,152,39105313,261475,3,3,12
776,163,41951838,259579,3,3,12
777,167,42995040,252339,3,3,12
778,176,45286392,262080,3,3,12
779,178,45805992,260771,3,3,12
780,182,46844533,259786,3,3,12
781,185,47613229,260374,3,3,12
782,186,47873606,260696,3,3,12
783,188,48393521,251138,3,3,12
784,196,50450914,260143,3,3,12
785,197,50711060,255605,3,3,12
