pattern,prefix_length,suffix_length,context_kind,context,triggers,takes
1,6,19,prev2_hash,240,1,0
1,6,19,prev2_hash,243,7,0
1,6,19,prev2_hash,244,7,0
1,6,19,stream_band16,0,8132,8106
1,6,19,stream_band16,1,8334,8114
1,6,19,stream_band16,2,7858,7664
1,6,19,stream_band16,3,6475,6346
1,6,19,stream_band16,4,5360,5344
1,6,19,stream_band16,5,6153,6100
1,6,19,stream_band16,6,6095,5910
1,6,19,stream_band16,7,5913,5798
1,6,19,stream_band16,8,4916,4859
1,6,19,stream_band16,9,6172,6125
1,6,19,stream_band16,10,6714,6676
1,6,19,stream_band16,11,6968,6883
1,6,19,stream_band16,12,5567,5526
1,6,19,stream_band16,13,5642,5641
1,6,19,stream_band16,14,4705,4607
1,6,19,stream_band16,15,10,8
1,6,19,stream_band64,0,4118,4118
1,6,19,stream_band64,1,1224,1224
1,6,19,stream_band64,2,1137,1125
1,6,19,stream_band64,3,1653,1639
1,6,19,stream_band64,4,2244,2181
1,6,19,stream_band64,5,2023,2023
1,6,19,stream_band64,6,2037,2026
1,6,19,stream_band64,7,2030,1884
1,6,19,stream_band64,8,2045,2012
1,6,19,stream_band64,9,1962,1953
1,6,19,stream_band64,10,2086,1987
1,6,19,stream_band64,11,1765,1712
1,6,19,stream_band64,12,2073,1966
1,6,19,stream_band64,13,2264,2245
1,6,19,stream_band64,14,1127,1124
1,6,19,stream_band64,15,1011,1011
1,6,19,stream_band64,16,712,696
1,6,19,stream_band64,17,1688,1688
1,6,19,stream_band64,18,1498,1498
1,6,19,stream_band64,19,1462,1462
1,6,19,stream_band64,20,1705,1660
1,6,19,stream_band64,21,1393,1386
1,6,19,stream_band64,22,1456,1455
1,6,19,stream_band64,23,1599,1599
1,6,19,stream_band64,24,1633,1633
1,6,19,stream_band64,25,1513,1511
1,6,19,stream_band64,26,1083,921
1,6,19,stream_band64,27,1866,1845
1,6,19,stream_band64,28,2469,2448
1,6,19,stream_band64,29,1496,1402
1,6,19,stream_band64,30,1065,1065
1,6,19,stream_band64,31,883,883
1,6,19,stream_band64,32,1147,1114
1,6,19,stream_band64,33,1398,1398
1,6,19,stream_band64,34,987,963
1,6,19,stream_band64,35,1384,1384
1,6,19,stream_band64,36,2154,2133
1,6,19,stream_band64,37,1572,1560
1,6,19,stream_band64,38,1237,1237
1,6,19,stream_band64,39,1209,1195
1,6,19,stream_band64,40,1594,1567
1,6,19,stream_band64,41,2039,2038
1,6,19,stream_band64,42,1932,1926
1,6,19,stream_band64,43,1149,1145
1,6,19,stream_band64,44,1538,1538
1,6,19,stream_band64,45,1969,1968
1,6,19,stream_band64,46,2628,2579
1,6,19,stream_band64,47,833,798
1,6,19,stream_band64,48,1611,1611
1,6,19,stream_band64,49,1162,1162
1,6,19,stream_band64,50,718,718
1,6,19,stream_band64,51,2076,2035
1,6,19,stream_band64,52,3123,3122
1,6,19,stream_band64,53,1653,1653
1,6,19,stream_band64,54,329,329
1,6,19,stream_band64,55,537,537
1,6,19,stream_band64,56,60,60
1,6,19,stream_band64,57,1175,1159
1,6,19,stream_band64,58,3299,3297
1,6,19,stream_band64,59,171,91
1,6,19,stream_band64,60,8,8
1,6,19,stream_band64,63,2,0
1,6,19,band16_line,0,8118,8106
1,6,19,band16_line,6,14,0
1,6,19,band16_line,8,8146,8114
1,6,19,band16_line,9,13,0
1,6,19,band16_line,10,108,0
1,6,19,band16_line,11,19,0
1,6,19,band16_line,12,42,0
1,6,19,band16_line,13,3,0
1,6,19,band16_line,14,3,0
1,6,19,band16_line,16,7716,7664
1,6,19,band16_line,17,1,0
1,6,19,band16_line,18,3,0
1,6,19,band16_line,19,24,0
1,6,19,band16_line,20,99,0
1,6,19,band16_line,21,2,0
1,6,19,band16_line,22,13,0
1,6,19,band16_line,24,6401,6346
1,6,19,band16_line,25,20,0
1,6,19,band16_line,26,19,0
1,6,19,band16_line,27,26,0
1,6,19,band16_line,28,8,0
1,6,19,band16_line,30,1,0
1,6,19,band16_line,32,5350,5344
1,6,19,band16_line,35,10,0
1,6,19,band16_line,40,6107,6100
1,6,19,band16_line,42,1,0
1,6,19,band16_line,43,39,0
1,6,19,band16_line,46,6,0
1,6,19,band16_line,48,5942,5910
1,6,19,band16_line,50,139,0
1,6,19,band16_line,51,1,0
1,6,19,band16_line,52,13,0
1,6,19,band16_line,56,5894,5798
1,6,19,band16_line,57,2,0
1,6,19,band16_line,59,6,0
1,6,19,band16_line,61,4,0
1,6,19,band16_line,62,7,0
1,6,19,band16_line,64,4880,4859
1,6,19,band16_line,66,35,0
1,6,19,band16_line,70,1,0
1,6,19,band16_line,72,6148,6125
1,6,19,band16_line,77,13,0
1,6,19,band16_line,78,11,0
1,6,19,band16_line,80,6680,6676
1,6,19,band16_line,82,24,0
1,6,19,band16_line,85,7,0
1,6,19,band16_line,86,3,0
1,6,19,band16_line,88,6960,6883
1,6,19,band16_line,90,7,0
1,6,19,band16_line,92,1,0
1,6,19,band16_line,96,5540,5526
1,6,19,band16_line,98,24,0
1,6,19,band16_line,99,3,0
1,6,19,band16_line,104,5641,5641
1,6,19,band16_line,110,1,0
1,6,19,band16_line,112,4632,4607
1,6,19,band16_line,114,9,0
1,6,19,band16_line,115,53,0
1,6,19,band16_line,116,2,0
1,6,19,band16_line,117,3,0
1,6,19,band16_line,118,6,0
1,6,19,band16_line,120,9,8
1,6,19,band16_line,122,1,0
1,6,19,band64_line,0,4118,4118
1,6,19,band64_line,8,1224,1224
1,6,19,band64_line,16,1137,1125
1,6,19,band64_line,24,1639,1639
1,6,19,band64_line,30,14,0
1,6,19,band64_line,32,2181,2181
1,6,19,band64_line,33,12,0
1,6,19,band64_line,34,51,0
1,6,19,band64_line,40,2023,2023
1,6,19,band64_line,48,2026,2026
1,6,19,band64_line,50,4,0
1,6,19,band64_line,52,6,0
1,6,19,band64_line,53,1,0
1,6,19,band64_line,56,1916,1884
1,6,19,band64_line,57,1,0
1,6,19,band64_line,58,53,0
1,6,19,band64_line,59,19,0
1,6,19,band64_line,60,36,0
1,6,19,band64_line,61,2,0
1,6,19,band64_line,62,3,0
1,6,19,band64_line,64,2022,2012
1,6,19,band64_line,67,1,0
1,6,19,band64_line,68,9,0
1,6,19,band64_line,70,13,0
1,6,19,band64_line,72,1962,1953
1,6,19,band64_line,80,2005,1987
1,6,19,band64_line,84,79,0
1,6,19,band64_line,85,2,0
1,6,19,band64_line,88,1727,1712
1,6,19,band64_line,89,1,0
1,6,19,band64_line,90,3,0
1,6,19,band64_line,91,23,0
1,6,19,band64_line,92,11,0
1,6,19,band64_line,96,2002,1966
1,6,19,band64_line,97,20,0
1,6,19,band64_line,98,17,0
1,6,19,band64_line,99,26,0
1,6,19,band64_line,100,8,0
1,6,19,band64_line,104,2263,2245
1,6,19,band64_line,110,1,0
1,6,19,band64_line,112,1125,1124
1,6,19,band64_line,114,2,0
1,6,19,band64_line,120,1011,1011
1,6,19,band64_line,128,702,696
1,6,19,band64_line,131,10,0
1,6,19,band64_line,136,1688,1688
1,6,19,band64_line,144,1498,1498
1,6,19,band64_line,152,1462,1462
1,6,19,band64_line,160,1660,1660
1,6,19,band64_line,162,1,0
1,6,19,band64_line,163,39,0
1,6,19,band64_line,166,5,0
1,6,19,band64_line,168,1393,1386
1,6,19,band64_line,176,1455,1455
1,6,19,band64_line,182,1,0
1,6,19,band64_line,184,1599,1599
1,6,19,band64_line,192,1633,1633
1,6,19,band64_line,200,1513,1511
1,6,19,band64_line,208,944,921
1,6,19,band64_line,210,139,0
1,6,19,band64_line,216,1852,1845
1,6,19,band64_line,219,1,0
1,6,19,band64_line,220,13,0
1,6,19,band64_line,224,2469,2448
1,6,19,band64_line,232,1477,1402
1,6,19,band64_line,233,2,0
1,6,19,band64_line,235,6,0
1,6,19,band64_line,237,4,0
1,6,19,band64_line,238,7,0
1,6,19,band64_line,240,1065,1065
1,6,19,band64_line,248,883,883
1,6,19,band64_line,256,1135,1114
1,6,19,band64_line,258,12,0
1,6,19,band64_line,264,1398,1398
1,6,19,band64_line,272,963,963
1,6,19,band64_line,274,23,0
1,6,19,band64_line,278,1,0
1,6,19,band64_line,280,1384,1384
1,6,19,band64_line,288,2154,2133
1,6,19,band64_line,296,1562,1560
1,6,19,band64_line,301,5,0
1,6,19,band64_line,302,5,0
1,6,19,band64_line,304,1237,1237
1,6,19,band64_line,312,1195,1195
1,6,19,band64_line,317,8,0
1,6,19,band64_line,318,6,0
1,6,19,band64_line,320,1568,1567
1,6,19,band64_line,322,22,0
1,6,19,band64_line,325,3,0
1,6,19,band64_line,326,1,0
1,6,19,band64_line,328,2038,2038
1,6,19,band64_line,333,1,0
1,6,19,band64_line,336,1926,1926
1,6,19,band64_line,338,2,0
1,6,19,band64_line,341,2,0
1,6,19,band64_line,342,2,0
1,6,19,band64_line,344,1148,1145
1,6,19,band64_line,349,1,0
1,6,19,band64_line,352,1538,1538
1,6,19,band64_line,360,1968,1968
1,6,19,band64_line,364,1,0
1,6,19,band64_line,368,2625,2579
1,6,19,band64_line,370,3,0
1,6,19,band64_line,376,829,798
1,6,19,band64_line,378,4,0
1,6,19,band64_line,384,1611,1611
1,6,19,band64_line,392,1162,1162
1,6,19,band64_line,400,718,718
1,6,19,band64_line,408,2049,2035
1,6,19,band64_line,410,24,0
1,6,19,band64_line,411,3,0
1,6,19,band64_line,416,3122,3122
1,6,19,band64_line,422,1,0
1,6,19,band64_line,424,1653,1653
1,6,19,band64_line,432,329,329
1,6,19,band64_line,440,537,537
1,6,19,band64_line,448,60,60
1,6,19,band64_line,456,1159,1159
1,6,19,band64_line,458,4,0
1,6,19,band64_line,459,10,0
1,6,19,band64_line,460,2,0
1,6,19,band64_line,464,3297,3297
1,6,19,band64_line,469,2,0
1,6,19,band64_line,472,116,91
1,6,19,band64_line,474,5,0
1,6,19,band64_line,475,43,0
1,6,19,band64_line,477,1,0
1,6,19,band64_line,478,6,0
1,6,19,band64_line,480,8,8
1,6,19,band64_line,504,1,0
1,6,19,band64_line,506,1,0
1,6,19,band64_byte_class,0,4118,4118
1,6,19,band64_byte_class,8,1224,1224
1,6,19,band64_byte_class,16,1137,1125
1,6,19,band64_byte_class,24,1639,1639
1,6,19,band64_byte_class,30,14,0
1,6,19,band64_byte_class,32,2181,2181
1,6,19,band64_byte_class,33,63,0
1,6,19,band64_byte_class,40,2023,2023
1,6,19,band64_byte_class,48,2026,2026
1,6,19,band64_byte_class,49,11,0
1,6,19,band64_byte_class,56,1916,1884
1,6,19,band64_byte_class,57,114,0
1,6,19,band64_byte_class,64,2022,2012
1,6,19,band64_byte_class,65,14,0
1,6,19,band64_byte_class,66,9,0
1,6,19,band64_byte_class,72,1962,1953
1,6,19,band64_byte_class,80,2005,1987
1,6,19,band64_byte_class,81,50,0
1,6,19,band64_byte_class,82,30,0
1,6,19,band64_byte_class,86,1,0
1,6,19,band64_byte_class,88,1727,1712
1,6,19,band64_byte_class,89,38,0
1,6,19,band64_byte_class,96,2002,1966
1,6,19,band64_byte_class,97,71,0
1,6,19,band64_byte_class,104,2263,2245
1,6,19,band64_byte_class,105,1,0
1,6,19,band64_byte_class,112,1125,1124
1,6,19,band64_byte_class,113,2,0
1,6,19,band64_byte_class,120,1011,1011
1,6,19,band64_byte_class,128,702,696
1,6,19,band64_byte_class,129,10,0
1,6,19,band64_byte_class,136,1688,1688
1,6,19,band64_byte_class,144,1498,1498
1,6,19,band64_byte_class,152,1462,1462
1,6,19,band64_byte_class,160,1660,1660
1,6,19,band64_byte_class,161,43,0
1,6,19,band64_byte_class,164,2,0
1,6,19,band64_byte_class,168,1393,1386
1,6,19,band64_byte_class,176,1455,1455
1,6,19,band64_byte_class,183,1,0
1,6,19,band64_byte_class,184,1599,1599
1,6,19,band64_byte_class,192,1633,1633
1,6,19,band64_byte_class,200,1513,1511
1,6,19,band64_byte_class,208,944,921
1,6,19,band64_byte_class,209,139,0
1,6,19,band64_byte_class,216,1852,1845
1,6,19,band64_byte_class,217,5,0
1,6,19,band64_byte_class,218,1,0
1,6,19,band64_byte_class,219,1,0
1,6,19,band64_byte_class,220,7,0
1,6,19,band64_byte_class,224,2469,2448
1,6,19,band64_byte_class,232,1477,1402
1,6,19,band64_byte_class,233,18,0
1,6,19,band64_byte_class,235,1,0
1,6,19,band64_byte_class,240,1065,1065
1,6,19,band64_byte_class,248,883,883
1,6,19,band64_byte_class,256,1135,1114
1,6,19,band64_byte_class,257,12,0
1,6,19,band64_byte_class,264,1398,1398
1,6,19,band64_byte_class,272,963,963
1,6,19,band64_byte_class,273,24,0
1,6,19,band64_byte_class,280,1384,1384
1,6,19,band64_byte_class,288,2154,2133
1,6,19,band64_byte_class,296,1562,1560
1,6,19,band64_byte_class,298,10,0
1,6,19,band64_byte_class,304,1237,1237
1,6,19,band64_byte_class,312,1195,1195
1,6,19,band64_byte_class,313,13,0
1,6,19,band64_byte_class,316,1,0
1,6,19,band64_byte_class,320,1568,1567
1,6,19,band64_byte_class,321,26,0
1,6,19,band64_byte_class,328,2038,2038
1,6,19,band64_byte_class,329,1,0
1,6,19,band64_byte_class,336,1926,1926
1,6,19,band64_byte_class,337,6,0
1,6,19,band64_byte_class,344,1148,1145
1,6,19,band64_byte_class,345,1,0
1,6,19,band64_byte_class,352,1538,1538
1,6,19,band64_byte_class,360,1968,1968
1,6,19,band64_byte_class,361,1,0
1,6,19,band64_byte_class,368,2625,2579
1,6,19,band64_byte_class,369,3,0
1,6,19,band64_byte_class,376,829,798
1,6,19,band64_byte_class,377,4,0
1,6,19,band64_byte_class,384,1611,1611
1,6,19,band64_byte_class,392,1162,1162
1,6,19,band64_byte_class,400,718,718
1,6,19,band64_byte_class,408,2049,2035
1,6,19,band64_byte_class,409,27,0
1,6,19,band64_byte_class,416,3122,3122
1,6,19,band64_byte_class,417,1,0
1,6,19,band64_byte_class,424,1653,1653
1,6,19,band64_byte_class,432,329,329
1,6,19,band64_byte_class,440,537,537
1,6,19,band64_byte_class,448,60,60
1,6,19,band64_byte_class,456,1159,1159
1,6,19,band64_byte_class,457,16,0
1,6,19,band64_byte_class,464,3297,3297
1,6,19,band64_byte_class,465,2,0
1,6,19,band64_byte_class,472,116,91
1,6,19,band64_byte_class,473,55,0
1,6,19,band64_byte_class,480,8,8
1,6,19,band64_byte_class,504,1,0
1,6,19,band64_byte_class,505,1,0
3,6,18,global,0,232720,139020
3,6,18,byte_class,0,11582,11582
3,6,18,byte_class,1,102,102
3,6,18,byte_class,2,78,55
3,6,18,byte_class,3,15074,13361
3,6,18,byte_class,4,119,82
3,6,18,byte_class,5,490,366
3,6,18,byte_class,6,202845,111279
3,6,18,byte_class,7,2430,2193
3,6,18,line_bucket,0,11582,11582
3,6,18,line_bucket,1,116,99
3,6,18,line_bucket,2,27,17
3,6,18,line_bucket,3,3428,2758
3,6,18,line_bucket,4,57622,26606
3,6,18,line_bucket,5,78986,35297
3,6,18,line_bucket,6,80959,62661
3,6,18,class_line,0,11582,11582
3,6,18,class_line,9,78,78
3,6,18,class_line,10,1,1
3,6,18,class_line,14,23,23
3,6,18,class_line,17,1,1
3,6,18,class_line,19,2,2
3,6,18,class_line,20,4,3
3,6,18,class_line,21,15,13
3,6,18,class_line,22,56,36
3,6,18,class_line,25,24,11
3,6,18,class_line,26,8,7
3,6,18,class_line,27,3155,2648
3,6,18,class_line,28,6810,5844
3,6,18,class_line,29,3843,3676
3,6,18,class_line,30,1234,1175
3,6,18,class_line,33,2,2
3,6,18,class_line,34,7,5
3,6,18,class_line,35,6,4
3,6,18,class_line,36,27,21
3,6,18,class_line,37,24,13
3,6,18,class_line,38,53,37
3,6,18,class_line,41,2,1
3,6,18,class_line,42,5,1
3,6,18,class_line,43,27,13
3,6,18,class_line,44,54,40
3,6,18,class_line,45,104,80
3,6,18,class_line,46,298,231
3,6,18,class_line,49,6,4
3,6,18,class_line,50,1,1
3,6,18,class_line,51,211,73
3,6,18,class_line,52,50684,20669
3,6,18,class_line,53,74783,31333
3,6,18,class_line,54,77160,59199
3,6,18,class_line,57,3,2
3,6,18,class_line,58,5,2
3,6,18,class_line,59,27,18
3,6,18,class_line,60,43,29
3,6,18,class_line,61,217,182
3,6,18,class_line,62,2135,1960
3,6,18,prev_byte,10,11582,11582
3,6,18,prev_byte,32,102,102
3,6,18,prev_byte,33,16,14
3,6,18,prev_byte,34,33,32
3,6,18,prev_byte,35,1,1
3,6,18,prev_byte,37,1,1
3,6,18,prev_byte,39,90,64
3,6,18,prev_byte,40,1,1
3,6,18,prev_byte,41,237,212
3,6,18,prev_byte,42,7,2
3,6,18,prev_byte,44,1,1
3,6,18,prev_byte,45,37,27
3,6,18,prev_byte,46,2003,1836
3,6,18,prev_byte,47,33,24
3,6,18,prev_byte,48,4,3
3,6,18,prev_byte,49,9,6
3,6,18,prev_byte,50,15,9
3,6,18,prev_byte,51,5,4
3,6,18,prev_byte,52,6,6
3,6,18,prev_byte,53,10,7
3,6,18,prev_byte,54,6,3
3,6,18,prev_byte,55,8,7
3,6,18,prev_byte,56,7,6
3,6,18,prev_byte,57,8,4
3,6,18,prev_byte,64,1,1
3,6,18,prev_byte,74,3,1
3,6,18,prev_byte,75,2,1
3,6,18,prev_byte,77,12,8
3,6,18,prev_byte,78,420,318
3,6,18,prev_byte,79,7,7
3,6,18,prev_byte,81,1,0
3,6,18,prev_byte,82,14629,13026
3,6,18,prev_byte,91,1,1
3,6,18,prev_byte,92,1,1
3,6,18,prev_byte,93,202803,111251
3,6,18,prev_byte,95,9,3
3,6,18,prev_byte,97,6,6
3,6,18,prev_byte,99,1,1
3,6,18,prev_byte,100,7,6
3,6,18,prev_byte,101,9,5
3,6,18,prev_byte,102,2,1
3,6,18,prev_byte,103,9,7
3,6,18,prev_byte,104,4,2
3,6,18,prev_byte,105,5,4
3,6,18,prev_byte,106,2,2
3,6,18,prev_byte,107,4,4
3,6,18,prev_byte,108,5,3
3,6,18,prev_byte,109,3,2
3,6,18,prev_byte,110,8,5
3,6,18,prev_byte,111,1,0
3,6,18,prev_byte,112,6,4
3,6,18,prev_byte,113,1,1
3,6,18,prev_byte,114,10,4
3,6,18,prev_byte,115,17,12
3,6,18,prev_byte,116,5,2
3,6,18,prev_byte,117,2,2
3,6,18,prev_byte,118,1,0
3,6,18,prev_byte,120,4,3
3,6,18,prev_byte,121,7,6
3,6,18,prev_byte,128,7,5
3,6,18,prev_byte,129,3,1
3,6,18,prev_byte,130,4,3
3,6,18,prev_byte,131,11,10
3,6,18,prev_byte,132,4,4
3,6,18,prev_byte,133,5,5
3,6,18,prev_byte,134,5,3
3,6,18,prev_byte,135,3,3
3,6,18,prev_byte,136,4,2
3,6,18,prev_byte,137,3,2
3,6,18,prev_byte,138,9,8
3,6,18,prev_byte,139,12,8
3,6,18,prev_byte,140,15,13
3,6,18,prev_byte,141,28,19
3,6,18,prev_byte,142,8,4
3,6,18,prev_byte,143,3,3
3,6,18,prev_byte,144,5,3
3,6,18,prev_byte,145,2,1
3,6,18,prev_byte,146,4,3
3,6,18,prev_byte,147,3,3
3,6,18,prev_byte,148,2,1
3,6,18,prev_byte,149,2,2
3,6,18,prev_byte,150,1,1
3,6,18,prev_byte,151,9,9
3,6,18,prev_byte,152,6,4
3,6,18,prev_byte,153,5,4
3,6,18,prev_byte,154,5,5
3,6,18,prev_byte,155,5,3
3,6,18,prev_byte,156,10,6
3,6,18,prev_byte,157,11,9
3,6,18,prev_byte,158,3,1
3,6,18,prev_byte,159,3,1
3,6,18,prev_byte,160,3,2
3,6,18,prev_byte,161,7,6
3,6,18,prev_byte,162,2,2
3,6,18,prev_byte,163,3,3
3,6,18,prev_byte,164,5,4
3,6,18,prev_byte,165,2,2
3,6,18,prev_byte,166,4,4
3,6,18,prev_byte,167,5,3
3,6,18,prev_byte,168,5,3
3,6,18,prev_byte,169,4,3
3,6,18,prev_byte,170,3,3
3,6,18,prev_byte,171,7,4
3,6,18,prev_byte,172,8,4
3,6,18,prev_byte,173,1,1
3,6,18,prev_byte,174,6,5
3,6,18,prev_byte,175,15,14
3,6,18,prev_byte,176,5,5
3,6,18,prev_byte,177,1,0
3,6,18,prev_byte,178,2,1
3,6,18,prev_byte,179,4,3
3,6,18,prev_byte,180,4,3
3,6,18,prev_byte,181,2,2
3,6,18,prev_byte,182,5,3
3,6,18,prev_byte,183,3,1
3,6,18,prev_byte,184,9,4
3,6,18,prev_byte,185,7,4
3,6,18,prev_byte,186,28,19
3,6,18,prev_byte,187,3,2
3,6,18,prev_byte,188,4,3
3,6,18,prev_byte,189,4,1
3,6,18,prev_byte,190,5,5
3,6,18,prev_byte,191,3,2
3,6,18,prev_byte,192,8,7
3,6,18,prev_byte,193,4,3
3,6,18,prev_byte,194,5,3
3,6,18,prev_byte,195,5,3
3,6,18,prev_byte,196,10,9
3,6,18,prev_byte,197,7,5
3,6,18,prev_byte,198,8,6
3,6,18,prev_byte,199,3,3
3,6,18,prev_byte,200,7,3
3,6,18,prev_byte,202,5,5
3,6,18,prev_byte,203,5,5
3,6,18,prev_byte,204,10,8
3,6,18,prev_byte,205,5,5
3,6,18,prev_byte,206,2,2
3,6,18,prev_byte,207,37,29
3,6,18,prev2_hash,0,2138,1213
3,6,18,prev2_hash,1,1427,1018
3,6,18,prev2_hash,2,1476,941
3,6,18,prev2_hash,3,2303,1226
3,6,18,prev2_hash,4,2533,1374
3,6,18,prev2_hash,5,3794,2840
3,6,18,prev2_hash,6,3283,2651
3,6,18,prev2_hash,7,2613,2067
3,6,18,prev2_hash,8,3008,1992
3,6,18,prev2_hash,9,2037,1450
3,6,18,prev2_hash,10,3245,2482
3,6,18,prev2_hash,11,1707,1100
3,6,18,prev2_hash,12,1933,1168
3,6,18,prev2_hash,13,5024,3816
3,6,18,prev2_hash,14,2330,969
3,6,18,prev2_hash,15,2629,1884
3,6,18,prev2_hash,16,2045,1193
3,6,18,prev2_hash,17,3611,745
3,6,18,prev2_hash,18,1179,658
3,6,18,prev2_hash,19,1466,931
3,6,18,prev2_hash,20,1406,914
3,6,18,prev2_hash,21,1622,732
3,6,18,prev2_hash,22,1467,663
3,6,18,prev2_hash,23,3331,1835
3,6,18,prev2_hash,24,1909,1247
3,6,18,prev2_hash,25,1870,1092
3,6,18,prev2_hash,26,2044,1073
3,6,18,prev2_hash,27,1642,862
3,6,18,prev2_hash,28,1667,1171
3,6,18,prev2_hash,29,946,718
3,6,18,prev2_hash,30,1244,1000
3,6,18,prev2_hash,31,1862,1562
3,6,18,prev2_hash,32,1476,1145
3,6,18,prev2_hash,33,1570,1175
3,6,18,prev2_hash,34,1605,1349
3,6,18,prev2_hash,35,1277,859
3,6,18,prev2_hash,36,1186,941
3,6,18,prev2_hash,37,1175,948
3,6,18,prev2_hash,38,925,647
