pattern,prefix_length,suffix_length,context_kind,context,triggers,takes
1,6,19,prev2_hash,240,1,0
1,6,19,prev2_hash,243,7,0
1,6,19,prev2_hash,244,7,0
1,6,19,stream_band16,0,8132,8106
1,6,19,stream_band16,1,8334,8114
1,6,19,stream_band16,2,7858,7664
1,6,19,stream_band16,3,6475,6346
1,6,19,stream_band16,4,5360,5344
1,6,19,stream_band16,5,6153,6100
1,6,19,stream_band16,6,6095,5910
1,6,19,stream_band16,7,5913,5798
1,6,19,stream_band16,8,4916,4859
1,6,19,stream_band16,9,6172,6125
1,6,19,stream_band16,10,6714,6676
1,6,19,stream_band16,11,6968,6883
1,6,19,stream_band16,12,5567,5526
1,6,19,stream_band16,13,5642,5641
1,6,19,stream_band16,14,4705,4607
1,6,19,stream_band16,15,10,8
1,6,19,stream_band64,0,4118,4118
1,6,19,stream_band64,1,1224,1224
1,6,19,stream_band64,2,1137,1125
1,6,19,stream_band64,3,1653,1639
1,6,19,stream_band64,4,2244,2181
1,6,19,stream_band64,5,2023,2023
1,6,19,stream_band64,6,2037,2026
1,6,19,stream_band64,7,2030,1884
1,6,19,stream_band64,8,2045,2012
1,6,19,stream_band64,9,1962,1953
1,6,19,stream_band64,10,2086,1987
1,6,19,stream_band64,11,1765,1712
1,6,19,stream_band64,12,2073,1966
1,6,19,stream_band64,13,2264,2245
1,6,19,stream_band64,14,1127,1124
1,6,19,stream_band64,15,1011,1011
1,6,19,stream_band64,16,712,696
1,6,19,stream_band64,17,1688,1688
1,6,19,stream_band64,18,1498,1498
1,6,19,stream_band64,19,1462,1462
1,6,19,stream_band64,20,1705,1660
1,6,19,stream_band64,21,1393,1386
1,6,19,stream_band64,22,1456,1455
1,6,19,stream_band64,23,1599,1599
1,6,19,stream_band64,24,1633,1633
1,6,19,stream_band64,25,1513,1511
1,6,19,stream_band64,26,1083,921
1,6,19,stream_band64,27,1866,1845
1,6,19,stream_band64,28,2469,2448
1,6,19,stream_band64,29,1496,1402
1,6,19,stream_band64,30,1065,1065
1,6,19,stream_band64,31,883,883
1,6,19,stream_band64,32,1147,1114
1,6,19,stream_band64,33,1398,1398
1,6,19,stream_band64,34,987,963
1,6,19,stream_band64,35,1384,1384
1,6,19,stream_band64,36,2154,2133
1,6,19,stream_band64,37,1572,1560
1,6,19,stream_band64,38,1237,1237
1,6,19,stream_band64,39,1209,1195
1,6,19,stream_band64,40,1594,1567
1,6,19,stream_band64,41,2039,2038
1,6,19,stream_band64,42,1932,1926
1,6,19,stream_band64,43,1149,1145
1,6,19,stream_band64,44,1538,1538
1,6,19,stream_band64,45,1969,1968
1,6,19,stream_band64,46,2628,2579
1,6,19,stream_band64,47,833,798
1,6,19,stream_band64,48,1611,1611
1,6,19,stream_band64,49,1162,1162
1,6,19,stream_band64,50,718,718
1,6,19,stream_band64,51,2076,2035
1,6,19,stream_band64,52,3123,3122
1,6,19,stream_band64,53,1653,1653
1,6,19,stream_band64,54,329,329
1,6,19,stream_band64,55,537,537
1,6,19,stream_band64,56,60,60
1,6,19,stream_band64,57,1175,1159
1,6,19,stream_band64,58,3299,3297
1,6,19,stream_band64,59,171,91
1,6,19,stream_band64,60,8,8
1,6,19,stream_band64,63,2,0
3,6,18,global,0,232720,139020
3,6,18,byte_class,0,11582,11582
3,6,18,byte_class,1,102,102
3,6,18,byte_class,2,78,55
3,6,18,byte_class,3,15074,13361
3,6,18,byte_class,4,119,82
3,6,18,byte_class,5,490,366
3,6,18,byte_class,6,202845,111279
3,6,18,byte_class,7,2430,2193
3,6,18,line_bucket,0,11582,11582
3,6,18,line_bucket,1,116,99
3,6,18,line_bucket,2,27,17
3,6,18,line_bucket,3,3428,2758
3,6,18,line_bucket,4,57622,26606
3,6,18,line_bucket,5,78986,35297
3,6,18,line_bucket,6,80959,62661
3,6,18,class_line,0,11582,11582
3,6,18,class_line,9,78,78
3,6,18,class_line,10,1,1
3,6,18,class_line,14,23,23
3,6,18,class_line,17,1,1
3,6,18,class_line,19,2,2
3,6,18,class_line,20,4,3
3,6,18,class_line,21,15,13
3,6,18,class_line,22,56,36
3,6,18,class_line,25,24,11
3,6,18,class_line,26,8,7
3,6,18,class_line,27,3155,2648
3,6,18,class_line,28,6810,5844
3,6,18,class_line,29,3843,3676
3,6,18,class_line,30,1234,1175
3,6,18,class_line,33,2,2
3,6,18,class_line,34,7,5
3,6,18,class_line,35,6,4
3,6,18,class_line,36,27,21
3,6,18,class_line,37,24,13
3,6,18,class_line,38,53,37
3,6,18,class_line,41,2,1
3,6,18,class_line,42,5,1
3,6,18,class_line,43,27,13
3,6,18,class_line,44,54,40
3,6,18,class_line,45,104,80
3,6,18,class_line,46,298,231
3,6,18,class_line,49,6,4
3,6,18,class_line,50,1,1
3,6,18,class_line,51,211,73
3,6,18,class_line,52,50684,20669
3,6,18,class_line,53,74783,31333
3,6,18,class_line,54,77160,59199
3,6,18,class_line,57,3,2
3,6,18,class_line,58,5,2
3,6,18,class_line,59,27,18
3,6,18,class_line,60,43,29
3,6,18,class_line,61,217,182
3,6,18,class_line,62,2135,1960
3,6,18,prev_byte,10,11582,11582
3,6,18,prev_byte,32,102,102
3,6,18,prev_byte,33,16,14
3,6,18,prev_byte,34,33,32
3,6,18,prev_byte,35,1,1
3,6,18,prev_byte,37,1,1
3,6,18,prev_byte,39,90,64
3,6,18,prev_byte,40,1,1
3,6,18,prev_byte,41,237,212
3,6,18,prev_byte,42,7,2
3,6,18,prev_byte,44,1,1
3,6,18,prev_byte,45,37,27
3,6,18,prev_byte,46,2003,1836
3,6,18,prev_byte,47,33,24
3,6,18,prev_byte,48,4,3
3,6,18,prev_byte,49,9,6
3,6,18,prev_byte,50,15,9
3,6,18,prev_byte,51,5,4
3,6,18,prev_byte,52,6,6
3,6,18,prev_byte,53,10,7
3,6,18,prev_byte,54,6,3
3,6,18,prev_byte,55,8,7
3,6,18,prev_byte,56,7,6
3,6,18,prev_byte,57,8,4
3,6,18,prev_byte,64,1,1
3,6,18,prev_byte,74,3,1
3,6,18,prev_byte,75,2,1
3,6,18,prev_byte,77,12,8
3,6,18,prev_byte,78,420,318
3,6,18,prev_byte,79,7,7
3,6,18,prev_byte,81,1,0
3,6,18,prev_byte,82,14629,13026
3,6,18,prev_byte,91,1,1
3,6,18,prev_byte,92,1,1
3,6,18,prev_byte,93,202803,111251
3,6,18,prev_byte,95,9,3
3,6,18,prev_byte,97,6,6
3,6,18,prev_byte,99,1,1
3,6,18,prev_byte,100,7,6
3,6,18,prev_byte,101,9,5
3,6,18,prev_byte,102,2,1
3,6,18,prev_byte,103,9,7
3,6,18,prev_byte,104,4,2
3,6,18,prev_byte,105,5,4
3,6,18,prev_byte,106,2,2
3,6,18,prev_byte,107,4,4
3,6,18,prev_byte,108,5,3
3,6,18,prev_byte,109,3,2
3,6,18,prev_byte,110,8,5
3,6,18,prev_byte,111,1,0
3,6,18,prev_byte,112,6,4
3,6,18,prev_byte,113,1,1
3,6,18,prev_byte,114,10,4
3,6,18,prev_byte,115,17,12
3,6,18,prev_byte,116,5,2
3,6,18,prev_byte,117,2,2
3,6,18,prev_byte,118,1,0
3,6,18,prev_byte,120,4,3
3,6,18,prev_byte,121,7,6
3,6,18,prev_byte,128,7,5
3,6,18,prev_byte,129,3,1
3,6,18,prev_byte,130,4,3
3,6,18,prev_byte,131,11,10
3,6,18,prev_byte,132,4,4
3,6,18,prev_byte,133,5,5
3,6,18,prev_byte,134,5,3
3,6,18,prev_byte,135,3,3
3,6,18,prev_byte,136,4,2
3,6,18,prev_byte,137,3,2
3,6,18,prev_byte,138,9,8
3,6,18,prev_byte,139,12,8
3,6,18,prev_byte,140,15,13
3,6,18,prev_byte,141,28,19
3,6,18,prev_byte,142,8,4
3,6,18,prev_byte,143,3,3
3,6,18,prev_byte,144,5,3
3,6,18,prev_byte,145,2,1
3,6,18,prev_byte,146,4,3
3,6,18,prev_byte,147,3,3
3,6,18,prev_byte,148,2,1
3,6,18,prev_byte,149,2,2
3,6,18,prev_byte,150,1,1
3,6,18,prev_byte,151,9,9
3,6,18,prev_byte,152,6,4
3,6,18,prev_byte,153,5,4
3,6,18,prev_byte,154,5,5
3,6,18,prev_byte,155,5,3
3,6,18,prev_byte,156,10,6
3,6,18,prev_byte,157,11,9
3,6,18,prev_byte,158,3,1
3,6,18,prev_byte,159,3,1
3,6,18,prev_byte,160,3,2
3,6,18,prev_byte,161,7,6
3,6,18,prev_byte,162,2,2
3,6,18,prev_byte,163,3,3
3,6,18,prev_byte,164,5,4
3,6,18,prev_byte,165,2,2
3,6,18,prev_byte,166,4,4
3,6,18,prev_byte,167,5,3
3,6,18,prev_byte,168,5,3
3,6,18,prev_byte,169,4,3
3,6,18,prev_byte,170,3,3
3,6,18,prev_byte,171,7,4
3,6,18,prev_byte,172,8,4
3,6,18,prev_byte,173,1,1
3,6,18,prev_byte,174,6,5
3,6,18,prev_byte,175,15,14
3,6,18,prev_byte,176,5,5
3,6,18,prev_byte,177,1,0
3,6,18,prev_byte,178,2,1
3,6,18,prev_byte,179,4,3
3,6,18,prev_byte,180,4,3
3,6,18,prev_byte,181,2,2
3,6,18,prev_byte,182,5,3
3,6,18,prev_byte,183,3,1
3,6,18,prev_byte,184,9,4
3,6,18,prev_byte,185,7,4
3,6,18,prev_byte,186,28,19
3,6,18,prev_byte,187,3,2
3,6,18,prev_byte,188,4,3
3,6,18,prev_byte,189,4,1
3,6,18,prev_byte,190,5,5
3,6,18,prev_byte,191,3,2
3,6,18,prev_byte,192,8,7
3,6,18,prev_byte,193,4,3
3,6,18,prev_byte,194,5,3
3,6,18,prev_byte,195,5,3
3,6,18,prev_byte,196,10,9
3,6,18,prev_byte,197,7,5
3,6,18,prev_byte,198,8,6
3,6,18,prev_byte,199,3,3
3,6,18,prev_byte,200,7,3
3,6,18,prev_byte,202,5,5
3,6,18,prev_byte,203,5,5
3,6,18,prev_byte,204,10,8
3,6,18,prev_byte,205,5,5
3,6,18,prev_byte,206,2,2
3,6,18,prev_byte,207,37,29
3,6,18,prev2_hash,0,2138,1213
3,6,18,prev2_hash,1,1427,1018
3,6,18,prev2_hash,2,1476,941
3,6,18,prev2_hash,3,2303,1226
3,6,18,prev2_hash,4,2533,1374
3,6,18,prev2_hash,5,3794,2840
3,6,18,prev2_hash,6,3283,2651
3,6,18,prev2_hash,7,2613,2067
3,6,18,prev2_hash,8,3008,1992
3,6,18,prev2_hash,9,2037,1450
3,6,18,prev2_hash,10,3245,2482
3,6,18,prev2_hash,11,1707,1100
3,6,18,prev2_hash,12,1933,1168
3,6,18,prev2_hash,13,5024,3816
3,6,18,prev2_hash,14,2330,969
3,6,18,prev2_hash,15,2629,1884
3,6,18,prev2_hash,16,2045,1193
3,6,18,prev2_hash,17,3611,745
3,6,18,prev2_hash,18,1179,658
3,6,18,prev2_hash,19,1466,931
3,6,18,prev2_hash,20,1406,914
3,6,18,prev2_hash,21,1622,732
3,6,18,prev2_hash,22,1467,663
3,6,18,prev2_hash,23,3331,1835
3,6,18,prev2_hash,24,1909,1247
3,6,18,prev2_hash,25,1870,1092
3,6,18,prev2_hash,26,2044,1073
3,6,18,prev2_hash,27,1642,862
3,6,18,prev2_hash,28,1667,1171
3,6,18,prev2_hash,29,946,718
3,6,18,prev2_hash,30,1244,1000
3,6,18,prev2_hash,31,1862,1562
3,6,18,prev2_hash,32,1476,1145
3,6,18,prev2_hash,33,1570,1175
3,6,18,prev2_hash,34,1605,1349
3,6,18,prev2_hash,35,1277,859
3,6,18,prev2_hash,36,1186,941
3,6,18,prev2_hash,37,1175,948
3,6,18,prev2_hash,38,925,647
3,6,18,prev2_hash,39,1544,1238
3,6,18,prev2_hash,40,1197,954
3,6,18,prev2_hash,41,962,745
3,6,18,prev2_hash,42,834,643
3,6,18,prev2_hash,43,1179,999
3,6,18,prev2_hash,44,834,628
3,6,18,prev2_hash,45,1,1
3,6,18,prev2_hash,52,4,2
3,6,18,prev2_hash,55,1,1
3,6,18,prev2_hash,56,12,11
3,6,18,prev2_hash,64,2,2
3,6,18,prev2_hash,65,3,2
3,6,18,prev2_hash,66,5,5
3,6,18,prev2_hash,72,33,32
3,6,18,prev2_hash,75,2,2
3,6,18,prev2_hash,76,1,1
3,6,18,prev2_hash,77,15,15
3,6,18,prev2_hash,78,84,57
3,6,18,prev2_hash,80,19,19
3,6,18,prev2_hash,82,3,2
3,6,18,prev2_hash,84,4,1
3,6,18,prev2_hash,85,11,10
3,6,18,prev2_hash,86,7,6
3,6,18,prev2_hash,87,57,50
3,6,18,prev2_hash,88,3,2
3,6,18,prev2_hash,89,5,3
3,6,18,prev2_hash,90,22,12
3,6,18,prev2_hash,91,6,4
3,6,18,prev2_hash,92,32,16
3,6,18,prev2_hash,93,4,4
3,6,18,prev2_hash,94,10,6
3,6,18,prev2_hash,95,16,10
3,6,18,prev2_hash,96,10,8
3,6,18,prev2_hash,97,19,14
3,6,18,prev2_hash,98,18,17
3,6,18,prev2_hash,99,21,17
3,6,18,prev2_hash,100,13,5
3,6,18,prev2_hash,101,12,5
3,6,18,prev2_hash,102,10,6
3,6,18,prev2_hash,103,11425,11421
3,6,18,prev2_hash,104,5,5
3,6,18,prev2_hash,105,3,2
3,6,18,prev2_hash,106,9,8
3,6,18,prev2_hash,107,10,6
3,6,18,prev2_hash,108,3,2
3,6,18,prev2_hash,109,6,5
3,6,18,prev2_hash,110,7,6
3,6,18,prev2_hash,111,10,7
3,6,18,prev2_hash,112,3,3
3,6,18,prev2_hash,113,5,4
3,6,18,prev2_hash,114,19,17
3,6,18,prev2_hash,115,6,4
3,6,18,prev2_hash,116,423,321
3,6,18,prev2_hash,117,3,3
3,6,18,prev2_hash,118,6,5
3,6,18,prev2_hash,119,3,2
3,6,18,prev2_hash,120,5,4
3,6,18,prev2_hash,121,1,1
3,6,18,prev2_hash,122,8,6
3,6,18,prev2_hash,123,50,26
3,6,18,prev2_hash,124,10,7
3,6,18,prev2_hash,125,1085,1010
3,6,18,prev2_hash,126,82,46
3,6,18,prev2_hash,127,28,25
3,6,18,prev2_hash,128,81,79
3,6,18,prev2_hash,129,1,1
3,6,18,prev2_hash,130,39,38
3,6,18,prev2_hash,131,34,29
3,6,18,prev2_hash,132,26,14
3,6,18,prev2_hash,133,9,8
3,6,18,prev2_hash,134,8796,3134
3,6,18,prev2_hash,135,751,698
3,6,18,prev2_hash,136,18,11
3,6,18,prev2_hash,137,7,5
3,6,18,prev2_hash,138,8,4
3,6,18,prev2_hash,139,1106,873
3,6,18,prev2_hash,140,4,4
3,6,18,prev2_hash,141,584,294
3,6,18,prev2_hash,142,597,345
3,6,18,prev2_hash,143,599,351
3,6,18,prev2_hash,144,407,227
3,6,18,prev2_hash,145,419,205
3,6,18,prev2_hash,146,345,200
3,6,18,prev2_hash,147,494,312
3,6,18,prev2_hash,148,390,222
3,6,18,prev2_hash,149,418,256
3,6,18,prev2_hash,150,396,220
3,6,18,prev2_hash,151,6,5
3,6,18,prev2_hash,152,7,3
3,6,18,prev2_hash,153,8,7
3,6,18,prev2_hash,154,19,14
3,6,18,prev2_hash,155,11,9
3,6,18,prev2_hash,156,9,6
3,6,18,prev2_hash,157,11,8
3,6,18,prev2_hash,158,11,8
3,6,18,prev2_hash,159,4,3
3,6,18,prev2_hash,160,10,7
3,6,18,prev2_hash,161,21,17
3,6,18,prev2_hash,162,3,3
3,6,18,prev2_hash,163,4,2
3,6,18,prev2_hash,164,28,23
3,6,18,prev2_hash,166,5,4
3,6,18,prev2_hash,167,11,8
3,6,18,prev2_hash,168,18,3
3,6,18,prev2_hash,169,5,2
3,6,18,prev2_hash,170,3,3
3,6,18,prev2_hash,171,2,2
3,6,18,prev2_hash,172,56,24
3,6,18,prev2_hash,173,2,1
3,6,18,prev2_hash,174,18,15
3,6,18,prev2_hash,175,74,63
3,6,18,prev2_hash,176,12,9
3,6,18,prev2_hash,177,4,3
3,6,18,prev2_hash,178,9,4
3,6,18,prev2_hash,179,210,202
3,6,18,prev2_hash,180,94,85
3,6,18,prev2_hash,181,145,140
3,6,18,prev2_hash,182,239,231
3,6,18,prev2_hash,183,387,380
3,6,18,prev2_hash,184,149,140
3,6,18,prev2_hash,185,16,16
3,6,18,prev2_hash,186,896,661
3,6,18,prev2_hash,187,53,36
3,6,18,prev2_hash,188,22,17
3,6,18,prev2_hash,189,23,19
3,6,18,prev2_hash,190,5534,1410
3,6,18,prev2_hash,191,260,111
3,6,18,prev2_hash,192,1341,945
3,6,18,prev2_hash,193,1601,546
3,6,18,prev2_hash,194,5371,1619
3,6,18,prev2_hash,195,341,114
3,6,18,prev2_hash,196,2137,1104
3,6,18,prev2_hash,197,1085,581
3,6,18,prev2_hash,198,3119,1085
3,6,18,prev2_hash,199,348,238
3,6,18,prev2_hash,200,1421,532
3,6,18,prev2_hash,201,1707,505
3,6,18,prev2_hash,202,1469,523
3,6,18,prev2_hash,203,5566,1472
3,6,18,prev2_hash,204,2313,636
3,6,18,prev2_hash,205,505,149
3,6,18,prev2_hash,206,57,19
3,6,18,prev2_hash,207,2922,824
3,6,18,prev2_hash,208,4590,1666
3,6,18,prev2_hash,209,2473,631
3,6,18,prev2_hash,210,862,337
3,6,18,prev2_hash,211,399,130
3,6,18,prev2_hash,212,225,89
3,6,18,prev2_hash,213,414,155
3,6,18,prev2_hash,214,1495,675
3,6,18,prev2_hash,215,511,178
3,6,18,prev2_hash,216,33,18
3,6,18,prev2_hash,217,74,73
3,6,18,prev2_hash,218,774,769
3,6,18,prev2_hash,219,70,67
3,6,18,prev2_hash,220,202,194
3,6,18,prev2_hash,221,1456,821
3,6,18,prev2_hash,222,1579,888
3,6,18,prev2_hash,223,1288,690
3,6,18,prev2_hash,224,998,544
3,6,18,prev2_hash,225,989,582
3,6,18,prev2_hash,226,1330,891
3,6,18,prev2_hash,227,1131,575
3,6,18,prev2_hash,228,1409,731
3,6,18,prev2_hash,229,2139,1604
3,6,18,prev2_hash,230,2442,892
3,6,18,prev2_hash,231,1623,1042
3,6,18,prev2_hash,232,1571,834
3,6,18,prev2_hash,233,2672,1968
3,6,18,prev2_hash,234,1166,684
3,6,18,prev2_hash,235,1014,617
3,6,18,prev2_hash,236,1787,1086
3,6,18,prev2_hash,237,2055,1201
3,6,18,prev2_hash,238,1363,794
3,6,18,prev2_hash,239,1398,933
3,6,18,prev2_hash,240,1481,994
3,6,18,prev2_hash,241,1741,1034
3,6,18,prev2_hash,242,1137,692
3,6,18,prev2_hash,243,1646,851
3,6,18,prev2_hash,244,1342,779
3,6,18,prev2_hash,245,2017,1511
3,6,18,prev2_hash,246,6076,4514
3,6,18,prev2_hash,247,2904,1545
3,6,18,prev2_hash,248,1991,1409
3,6,18,prev2_hash,249,1741,1228
3,6,18,prev2_hash,250,4123,3650
3,6,18,prev2_hash,251,1565,1008
3,6,18,prev2_hash,252,2442,1721
3,6,18,prev2_hash,253,2036,1162
3,6,18,prev2_hash,254,1825,1114
3,6,18,prev2_hash,255,1655,1171
3,6,18,stream_band16,0,2951,2951
3,6,18,stream_band16,1,2598,2598
3,6,18,stream_band16,2,2966,2966
3,6,18,stream_band16,3,2861,2861
3,6,18,stream_band16,4,3650,3650
3,6,18,stream_band16,5,3494,3494
3,6,18,stream_band16,6,2680,2680
3,6,18,stream_band16,7,2678,2678
3,6,18,stream_band16,8,2540,2540
3,6,18,stream_band16,9,1681,1681
3,6,18,stream_band16,10,2449,2449
3,6,18,stream_band16,11,3167,3167
3,6,18,stream_band16,12,9249,9249
3,6,18,stream_band16,13,10637,10637
3,6,18,stream_band16,14,50862,50862
3,6,18,stream_band16,15,128257,34557
3,6,18,stream_band64,0,652,652
3,6,18,stream_band64,1,800,800
3,6,18,stream_band64,2,825,825
3,6,18,stream_band64,3,674,674
3,6,18,stream_band64,4,778,778
3,6,18,stream_band64,5,652,652
3,6,18,stream_band64,6,551,551
3,6,18,stream_band64,7,617,617
3,6,18,stream_band64,8,520,520
3,6,18,stream_band64,9,412,412
3,6,18,stream_band64,10,900,900
3,6,18,stream_band64,11,1134,1134
3,6,18,stream_band64,12,777,777
3,6,18,stream_band64,13,989,989
3,6,18,stream_band64,14,470,470
3,6,18,stream_band64,15,625,625
3,6,18,stream_band64,16,940,940
3,6,18,stream_band64,17,891,891
3,6,18,stream_band64,18,714,714
3,6,18,stream_band64,19,1105,1105
3,6,18,stream_band64,20,1032,1032
3,6,18,stream_band64,21,622,622
3,6,18,stream_band64,22,886,886
3,6,18,stream_band64,23,954,954
3,6,18,stream_band64,24,1020,1020
3,6,18,stream_band64,25,520,520
3,6,18,stream_band64,26,469,469
3,6,18,stream_band64,27,671,671
3,6,18,stream_band64,28,833,833
3,6,18,stream_band64,29,554,554
3,6,18,stream_band64,30,409,409
3,6,18,stream_band64,31,882,882
3,6,18,stream_band64,32,667,667
3,6,18,stream_band64,33,306,306
3,6,18,stream_band64,34,786,786
3,6,18,stream_band64,35,781,781
3,6,18,stream_band64,36,458,458
3,6,18,stream_band64,37,595,595
3,6,18,stream_band64,38,298,298
3,6,18,stream_band64,39,330,330
3,6,18,stream_band64,40,422,422
3,6,18,stream_band64,41,644,644
3,6,18,stream_band64,42,507,507
3,6,18,stream_band64,43,876,876
3,6,18,stream_band64,44,1504,1504
3,6,18,stream_band64,45,695,695
3,6,18,stream_band64,46,376,376
3,6,18,stream_band64,47,592,592
3,6,18,stream_band64,48,1526,1526
3,6,18,stream_band64,49,2559,2559
3,6,18,stream_band64,50,3102,3102
3,6,18,stream_band64,51,2062,2062
3,6,18,stream_band64,52,752,752
3,6,18,stream_band64,53,2705,2705
3,6,18,stream_band64,54,4099,4099
3,6,18,stream_band64,55,3081,3081
3,6,18,stream_band64,56,2138,2138
3,6,18,stream_band64,57,10729,10729
3,6,18,stream_band64,58,1101,1101
3,6,18,stream_band64,59,36894,36894
3,6,18,stream_band64,60,34557,34557
3,6,18,stream_band64,62,40732,0
3,6,18,stream_band64,63,52968,0
5,6,2,global,0,275618,189896
5,6,2,byte_class,0,5212,4089
5,6,2,byte_class,1,211497,162805
5,6,2,byte_class,2,373,254
5,6,2,byte_class,3,5787,4385
5,6,2,byte_class,4,277,213
5,6,2,byte_class,5,2451,1846
5,6,2,byte_class,6,30471,1850
5,6,2,byte_class,7,19550,14454
5,6,2,line_bucket,0,5212,4089
5,6,2,line_bucket,1,28099,800
5,6,2,line_bucket,2,119911,93073
5,6,2,line_bucket,3,5196,3952
5,6,2,line_bucket,4,12783,9948
5,6,2,line_bucket,5,18955,14384
5,6,2,line_bucket,6,85462,63650
5,6,2,class_line,0,5212,4089
5,6,2,class_line,9,66,49
5,6,2,class_line,10,117622,92052
5,6,2,class_line,11,3138,2458
5,6,2,class_line,12,10346,8044
5,6,2,class_line,13,15043,11526
